Année;Livraison;Date;Numéro;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Identifiant ouvrage;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nb de feuilles;Fraction;Nombre de pages;Volumes;Calcul;Format;Tirage 1;Illustration 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustration 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustration 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Tirage 4;Type de papier 4;Tirage 5;Type de papier 5;Tirage 6;Type de papier 6;Tirage 7;Type de papier 7;Tirage 8;Type de papier 8;Tirage 9;Type de papier 9;Edition;Lieu d'édition;Impression;Lieu d'impression;Librairie 1;Lieu de vente 1;Librairie 2;Lieu de vente 2;Librairie 3;Lieu de vente 3;Librairie 4;Lieu de vente 4;Librairie 5;Lieu de vente 5;Librairie 6;Lieu de vente 6;Librairie 7;Lieu de vente 7;Librairie 8;Lieu de vente 8;Librairie 9;Lieu de vente 9;Commentaires des bibliographes contenus dans la notice;Notes (e-BdF);;;;;;;;;;;;;;;
1824;40;1824/10/02;4968;214;BELLES-LETTRES;Théâtre;Français;"Le Mulâtre et l’Africaine, mélodrame en trois actes, à spectacle ; par MM. Frédéric et Laqueyrie ; représenté sur le théâtre de la Gaîté le 14 septembre 1824.";"M. Frédéric;M. Laqueyrie";"http://ark.bnf.fr/ark:/12148/cb13006026q;http://ark.bnf.fr/ark:/12148/cb13480705k";http://ark.bnf.fr/ark:/12148/cb31076481b;"Collectif;Pseudonyme masculin";;;;;;4;1/4;68;;16;in-8°;;;;;0,75;;;;;;;;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;Pollet;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;4969;213;BELLES-LETTRES;Théâtre;Français;Petit Chansonnier de la Porte-Saint-Martin;;;;Anonyme;;;;;;;1/2;32;;64;in-32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Pollet;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;4972;207;BELLES-LETTRES;Poétique et Poésie;Français;Le Roi est mort ! Vive le Roi !!! Chant, par M. le comte B. de Nard, colonel d'état-major des clonies et chevalier de Saint-Louis;M. le comte B. de Nard, colonel d'état-major des colonies et chevalier de Saint-Louis;http://ark:/12148/cb10446470d;http://ark.bnf.fr/ark:/12148/cb31004385h;;"Noblesse;Armée et maintien de l'ordre;Distinction honorifique";;;;;;1/4;4;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Boucher;Paris;;;;;;;;;;;;;;;;;;;"""Couplets.""";;;;;;;;;;;;;;;;
1824;40;1824/10/02;4975;207;BELLES-LETTRES;Poétique et Poésie;Français;Stances sur la mort de S. M. Louis-le-Désiré;Marcel Descombes, auteur d'une élégie sur la mort de Louis XVI;http://ark.bnf.fr/ark:/12148/cb10432020k;http://ark.bnf.fr/ark:/12148/cb303296960;;Métiers du livre;;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Trouvé;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;4981;207;BELLES-LETTRES;Poétique et Poésie;Français;Le Roi est mort ! Vive le Roi !!! Stances sur la mort de Louis XVIII, et sur l'avènement de Charles X.;D. Lévi, de Bordeaux, professeur;http://ark.bnf.fr/ark:/12148/cb10631913w;http://ark.bnf.fr/ark:/12148/cb308105470;;"Enseignement;Contexte géographique";;;;;;1/2;8;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rignoux;Paris;Chez l'auteur;Paris, rue de Tournon, n. 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;4985;207;BELLES-LETTRES;Poétique et Poésie;Français;Louis n’est plus ! Priez pour lui (et autres couplets);;http://ark.bnf.fr/ark:/12148/cb103420062;http://ark.bnf.fr/ark:/12148/cb300498237;Anonyme;;;;;;;1/9;4;;36;in-18;;;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;Stahl;Paris;Stahl;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;4986;196;BELLES-LETTRES;Langues;Français;Nouveaux Elémens de grammaire française;J. B. Fellens, maître de pension à Saint-Denis;http://ark.bnf.fr/ark:/12148/cb105671901;http://ark.bnf.fr/ark:/12148/cb304257776;;"Enseignement;Contexte géographique";;;;;6;1/2;156;;24;in-12;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;Egron;Paris;Th. Leclerc;Paris;Maire-Nyon;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;4987;197;BELLES-LETTRES;Langues;Français;Exposé succinct des règles relatives à l’orthographe des participes, extrait du Manuel des amateurs de la langue française. ;A. Boniface, professeur;http://ark.bnf.fr/ark:/12148/cb121709596;http://ark.bnf.fr/ark:/12148/cb301265719;;Enseignement;;;;;2;;32;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pillet aîné;Paris;Pillet aîné ;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;4988;202;BELLES-LETTRES;Poétique et Poésie;Français;Epître à M. Mérault, supérieur du séminaire d'Orléans, auteur des Apologistes involontaires de la religion;P. A. M. V. Foucher;http://ark.bnf.fr/ark:/12148/cb13763146b;http://ark.bnf.fr/ark:/12148/cb30452731s;;;;;;;;1/4;4;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Moreau;Paris;;;;;;;;;;;;;;;;;;;"""Signé : P. A. M. V. Foucher.""";;;;;;;;;;;;;;;;
1824;40;1824/10/02;4989;214;BELLES-LETTRES;Théâtre;Français;"Le Pont de Kehl, ou les faux témoins, mélodrame en trois actes. Par MM. Cuvelier , Etienne Arago et Desvergers ; représenté sur le théâtre de l'Ambigu-Comique, le 6 août 1824";"M. Cuvelier;M. Etienne Arago;M. Desvergers";"http://ark.bnf.fr/ark:/12148/cb12524433r;http://ark.bnf.fr/ark:/12148/cb122948642;http://ark.bnf.fr/ark:/12148/cb137494404";http://ark.bnf.fr/ark:/12148/cb30292951f;Collectif;;;;;;4;1/2;72;;16;in-8°;;;;;0,75;;;;;;;;;;;;;;;;;;;;;;;;;Hocquet;Paris;Mme Huet;Paris;Barba;Paris;Delavigne;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;4999;211;BELLES-LETTRES;Théâtre;Français;"La Pièce de circonstance, ou le théâtre dans la caserne, à-propos-vaudeville ; représenté sur le théâtre royal de l'Odéon, le 24 août 1824";"Vulpian;Lassagne";"http://ark.bnf.fr/ark:/12148/cb106851052;http://ark.bnf.fr/ark:/12148/cb10661060j";http://ark.bnf.fr/ark:/12148/cb316110767;Collectif;;;;;;2;1/2;40;;16;in-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;Setier;Paris;Mme Huet;Paris;Barba;Paris;Delavigne;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;5000;209;BELLES-LETTRES;Poétique et Poésie;Français;Le quatrième anniversaire de Henri-Charles-Ferdinand-Marie-Dieudonné d'Artois, duc de Bordeaux, né le 29 septembre 1820. Par M. le comte B. de Nard, colonel d'état-major, chevalier de Saint-Louis.;M. le comte B. de Nard, colonel d'état-major, chevalier de Saint-Louis.;http://ark:/12148/cb10446470d;http://ark.bnf.fr/ark:/12148/cb31004388j;;"Noblesse;Armée et maintien de l'ordre;Distinction honorifique";;;;;;1/4;4;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Boucher;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;5001;207;BELLES-LETTRES;Poétique et Poésie;Français;La mort de Louis XVIII, roi de France et de Navarre, improvisation. Par Eugène de Pradel, de plusieurs académies et sociétés littéraires;Eugène de Pradel, de plusieurs académies et sociétés littéraires;http://ark.bnf.fr/ark:/12148/cb14490266r;http://ark.bnf.fr/ark:/12148/cb31145896s;;Sociétés savantes;;;;;2;;16;;8;in-4°;;;;;1,25;;;;;;;;;;;;;;;;;;;;;;;;;Lottin de Saint-Germain;Paris;Delaunay;Paris;Dentu;Paris;Marinet;Paris;Mongie aîné;Paris;Renard;Paris;Audin;Paris;Veuve Demoraine;Paris;Bouquin;Paris;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;5002;207;BELLES-LETTRES;Poétique et Poésie;Français;Louis XI et Louis XVIII;Emile Vander Burch;http://ark.bnf.fr/ark:/12148/cb129509982;http://ark.bnf.fr/ark:/12148/cb315314788;;;;;;;1;1/2;24;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rignoux;Paris;Ponthieu;Paris;Ladvocat;Paris;Barba;Paris;L. Janet;Paris;;;;;;;;;;;"""En vers.""";;;;;;;;;;;;;;;;
1824;40;1824/10/02;5006;209;BELLES-LETTRES;Poétique et Poésie;Français;Chants français sur les désastres d’Ipsara. Deuxième édition;X. B. Saintine;http://ark.bnf.fr/ark:/12148/cb121396540;http://ark.bnf.fr/ark:/12148/cb301266451;;;;;;;1;;16;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;40;1824/10/02;5007;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Les Hermites en liberté, par E. Jouy et A. Jay, pour faire suite aux Hermites en prison, et aux Observations sur les mœurs et les usages français au commencement du XIXe siècle par E. Jouy ; ornés de deux gravures et de dix-huit vignettes. Tome second";"E. Jouy;A. Jay";"http://ark.bnf.fr/ark:/12148/cb12055478q;http://ark.bnf.fr/ark:/12148/cb11908683z";http://ark.bnf.fr/ark:/12148/cb30665237r;Collectif;;;;;;21;1/4;340;;16;in-8°;;"2 gravures;18 vignettes";20;;14;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;Prix des deux volumes. Contient les lettres 22-43.;;;;;;;;;;;;;;;;
1824;40;1824/10/02;5008;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Les Hermites en liberté, par E. Jouy et A. Jay, pour faire suite aux Hermites en prison, et aux Observations sur les mœurs et les usages français au commencement du XIXe siècle par E. Jouy ; ornés de deux gravures et de dix-huit vignettes. Deuxième édition";"E. Jouy;A. Jay";"http://ark.bnf.fr/ark:/12148/cb12055478q;http://ark.bnf.fr/ark:/12148/cb11908683z";http://ark.bnf.fr/ark:/12148/cb30665239f;Collectif;;;;;;36;1/4;870;3;24;in-12;;"2 gravures;18 vignettes";20;;12;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;Ces trois volumes contiennent les 43 lettres.;;;;;;;;;;;;;;;;
1824;40;1824/10/02;5009;226;BELLES-LETTRES;Polygraphes;Français;Principes d'économie politique. Par A. de Carrion-Nisas fils.;A. de Carrion-Nisas fils;http://ark.bnf.fr/ark:/12148/cb155441076;http://ark.bnf.fr/ark:/12148/cb30200519h;;"Liens familiaux;";;;;;12;1/2;300;;24;in-12°;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;Boucher;Paris;Raymond;Paris;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Bibliothèque du XIXe siècle. Tome IV. Voyez n° 4323.""";;;;;;;;;;;;;;;;
1824;40;1824/10/02;5010;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. Tomes XLIV et LVII;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb316024035;Pseudonyme;;;;;;67;1/2;1080;2;16;in-8°;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;Gaultier-Laguionie;Paris;P. Dupont;Paris;;;;;;;;;;;;;;;;;"""Le tome XLIV est le IIe des Romans. Le tome LVII est le IIe de la Correspondance générale. Ces deux volumes forment la XXIe livraison.""";;;;;;;;;;;;;;;;
1824;40;1824/10/02;5011;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de J. J. Rousseau, mises dans un nouvel ordre, avec des notes historiques et des éclaircissemens. Par V. D. Musset-Pathay. TomeXX. (Correspondance, tome III);J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228815;http://ark.bnf.fr/ark:/12148/cb31257109z;Pseudonyme;;;;V. D. Musset-Pathay;http://ark.bnf.fr/ark:/12148/cb12164733q;30;3/4;492;;16;in-8°;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;Gaultier-Laguionie;Paris;Dupont;Paris;;;;;;;;;;;;;;;;;"""Dans l'ordre de publication, c'est le XVIe volume""";;;;;;;;;;;;;;;;
1824;40;1824/10/02;5014;197;BELLES-LETTRES;Langues;Espagnol;Arte de hablar bien frances, o gramatica completa, dividida en tres partes, etc., con un supplemento, etc. Por don Pedro Nicolas Chantreau, nueva edicion revista y corregida por G. Hamonière.;don Pedro Nicolas Chantreau;http://ark.bnf.fr/ark:/12148/cb12159261k;http://ark.bnf.fr/ark:/12148/cb302205057;;;;;G. Hamoniere;http://ark.bnf.fr/ark:/12148/cb13479011j;22;1/4;356;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Smith;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;41;1824/10/09;5017;218;BELLES-LETTRES;Romans et Contes;Français;Le Gil-Blas de la révolution, ou les confessions de Laurent-Giffard. Par L.B. Picard.;L. B. Picard;http://ark.bnf.fr/ark:/12148/cb12442349m;http://ark.bnf.fr/ark:/12148/cb311042602;;;;;;;46;1/2;1116;5;24;in-12;;5 planches;5;;;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;Baudouin frères;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;41;1824/10/09;5021;226;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes d’Etienne Jouy, de l'académie française, avec des éclaircissemens et des notes. Tomes V et XIV.;Etienne Jouy, de l'académie française;http://ark.bnf.fr/ark:/12148/cb12055478q;http://ark.bnf.fr/ark:/12148/cb30665173b;;"Sociétés savantes;Contexte géographique";;;;;62;;992;2;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;J. Didot aîné;Paris;Bossange père;Paris;Pillet aîné;Paris;Aimé André;Paris;Chez l'auteur, rue des Trois-Frères, n. 11;Paris, rue des Trois-Frères, n. 11;;;;;;;;;"""Le tome V est le Ve des Essais sur les mœurs ; le tome XIV contient la Morale appliquée à la politique.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5031;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. Tome XII;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb31602392b;Pseudonyme;;;;;;30;1/2;488;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Moreau;Paris;J. Esneaux;Paris;;;;;;;;;;;;;;;;;"""Ce tome XII est le 1er des Mélanges historiques. Il est le 64e dans l'ordre de publication.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5040;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Le Suicide;Léonard Gallois;http://ark.bnf.fr/ark:/12148/cb13009630b;http://ark.bnf.fr/ark:/12148/cb304776345;;;;;;;10;;240;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Marchand-Dubeuil;Paris;marchands de nouveautés;Paris;;;;;;;;;;;;;;;;;"""Ce volume a paru en septembre dernier.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5043;203;BELLES-LETTRES;Poétique et Poésie;Français;Trois Messéniennes nouvelles. Par M. Casimir Delavigne. Cinquième édition;C. Delavigne;http://ark.bnf.fr/ark:/12148/cb12052639n;http://ark.bnf.fr/ark:/12148/cb30315415f;;;;;;;3;1/4;52;;16;in-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;Tastu;Paris;Ladvocat;Paris;Barba ;Paris;;;;;;;;;;;;;;;"""Cette édition a paru en septembre dernier.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5045;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;D’un poëme épique en l’honneur de saint Ignace;père Lebrun, de la compagnie de Jésus;;http://ark.bnf.fr/ark:/12148/cb333360111;;Fonctions religieuses;;;;;;1/2;8;;16;in-8°;;;;;0,6;;;;;;;;;;;;;;;;;;;;;;;;;Dentu ;Paris;;;;;;;;;;;;;;;;;;;"""Cette brochure a paru en septembre dernier.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5046;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Par MM. Arago, Auguis, Clogenson, Daunou, Etienne, François de Neufchâteau, J. V. Leclerc, Ch. Nodier, etc. (Tome LVII.) Romans, tome II.;Voltaire;"http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb10649025j;http://ark.bnf.fr/ark:/12148/cb15541971s;http://ark.bnf.fr/ark:/12148/cb125300347;http://ark.bnf.fr/ark:/12148/cb12329318f;http://ark.bnf.fr/ark:/12148/cb119034131;http://ark.bnf.fr/ark:/12148/cb11917781h";http://ark.bnf.fr/ark:/12148/cb31602404h;Pseudonyme;;;;"Arago;Auguis;Clogenson;Daunou;Etienne;François de Neufchâteau;J. V. Leclerc;Ch. Nodier;etc.";"[M. Arago];http://ark.bnf.fr/ark:/12148/cb10649025j;http://ark.bnf.fr/ark:/12148/cb15541971s;http://ark.bnf.fr/ark:/12148/cb125300347;[M. Etienne];http://ark.bnf.fr/ark:/12148/cb119034131;http://ark.bnf.fr/ark:/12148/cb11917781h;http://ark.bnf.fr/ark:/12148/cb12032352m;http://ark.bnf.fr/ark:/12148/cb179487173;http://ark.bnf.fr/ark:/12148/cb121927524";36;1/4;580;;16;in-8°;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;Jules Didot aîné;Paris;Dalibon;Paris;;;;;;;;;;;;;;;;;"""C'est dans l'ordre de publication le troisième volume de l'édition, qui en aura 75.
Les astérisques désignent, tantôt les notes de Voltaire (voyez pages 9, 45, etc.), tantôt celles des éditeurs de Kehl (voyez page 42), tantôt celles de M. Renouard (voyez page 18), tantôt celles de M. Lequien (voyez page 59).
Les chiffres indiquent indifféremment les notes de Voltaire (voyez pages 240 , 244 , etc.), ou celles de ses éditeurs (voyez page 225).
Ainsi que dans les volumes précédens aucune note n'est signée d'aucun des écrivains nommés sur le frontispice.
Ce volume a paru en septembre dernier.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5047;;[RELIQUAT];;Français;Œuvres complètes de Voltaire (Tomes XXVI et LXV).;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;http://ark.bnf.fr/ark:/12148/cb31694415h;Pseudonyme;;;;;;66;;1056;2;16;in-8°;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;P. Didot l'aîné;Paris;E. A. Lequien;Paris;;;;;;;;;;;;;;;;;"""(1821)
Ces deux volumes sont, dans l'ordre de publication, les 60 et 61e : ils forment la XXXle livraison. Le tome XXVI est le Ier des Mélanges historiques ; le tome LXV est le Xe de la Correspondance générale. (Ier juillet 1766 à 30 septembre 1767)
Ces deux volumes ont paru en septembre dernier.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5051;203;BELLES-LETTRES;Poétique et Poésie;Français;"Trois Messéniennes. Elégies sur les malheurs de la France ; deux Messéniennes sur la vie et la mort de Jeanne d'Arc. Cinquième édition, augmentée d'une épître à MM. de l'académie française. Par M. Casimir Delavigne ";Casimir Delavigne;http://ark.bnf.fr/ark:/12148/cb12052639n;http://ark.bnf.fr/ark:/12148/cb30315416s;;;;;;;4;1/2;72;;16;in-8°;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;Tastu;Paris;Ladvocat;Paris;Barba;Paris;;;;;;;;;;;;;;;"""Cette édition a paru en septembre dernier. (Voyez n. 5267 de 1822.)""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5054;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Pot-pourri littéraire, critique et moral;M. Dulorgnon, opticien;http://ark:/12148/cb101889263;http://ark.bnf.fr/ark:/12148/cb30372090m;Pseudonyme masculin;Commerce;;;;;1;;16;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;Chez l'auteur;Paris, quai des Lunettes (adresse supposée);marchands de nouveautés;Paris;;;;;;;;;;;;;;;"""Cet opuscule a paru en septembre dernier.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5055;226;BELLES-LETTRES;Polygraphes;Français;Emile, ou De l'éducation;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228816;http://ark.bnf.fr/ark:/12148/cb31257478m;;;;;;;37;8/9;1364;5;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Ménard;Paris;Desenne fils;Paris;;;;;;;;;;;;;;;"""Les faux-titres portent : Bibliothèque française.
Ces volumes font partie des livraisons LXXVIII à LXXXII. Ils ont paru en septembre dernier.
Voyez les n. 5056 et 5070.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5056;226;BELLES-LETTRES;Polygraphes;Français;Du contrat social, ou principes du droit politique;J. J. Rousseau, citoyen de Genève;http://ark.bnf.fr/ark:/12148/cb119228828;;;Contexte géographique;;;;;7;2/9;260;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Ménard;Paris;Desenne fils;Paris;;;;;;;;;;;;;;;"""Les faux-titres portent : Bibliothèque française. 
Ce volume fait partie des livraisons LXXVIII à LXXXII. Il a paru en septembre dernier.
Voyez les n. 5055 et 5070.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5062;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;L’Optique, tableaux de mœurs. Précédé de quelques fragmens de littérature;;;http://ark.bnf.fr/ark:/12148/cb335201052;Anonyme;;;;;;;1/2;12;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dondey-Dupré père;Paris;marchands de nouveautés;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;41;1824/10/09;5068;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Bulletin universel des sciences et de l’industrie (extraits), (article signé Depping, sur le Rapport (en espagnol) fait au congrès de Colombie par le secrétaire d'état pour les affaires de l'intérieur);Depping;http://ark.bnf.fr/ark:/12148/cb11899649q;http://ark.bnf.fr/ark:/12148/cb45989238s;;;;;;;;3/4;12;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;41;1824/10/09;5069;"226;200";BELLES-LETTRES;"Poétique et Poésie;Polygraphes";Français;Œuvres choisies de Madame et Mademoiselle Deshoulières;"Mme Deshoulières;Mlle Deshoulières";"http://ark.bnf.fr/ark:/12148/cb12506761w;http://ark.bnf.fr/ark:/12148/cb13204126v";;"Compilation;Nom féminin";"Épouse;Célibataire;Liens familiaux";;;;;8;4/9;304;;36;in-18;;1 planche;1;;;;;;;;;;;;;;;;;;;;;;;;;;;Demonville;Paris;Ménard;Paris;Desenne;Paris;;;;;;;;;;;;;;;"""Le faux-titre porte : Bibliothèque française. Ce volume fait partie des livraisons LXXIII à LXXVII. (Voyez n. 5070)""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5070;"226;216";BELLES-LETTRES;"Romans et Contes;Polygraphes";Français;Œuvres complètes de Madame Cottin;Mme Cottin;http://ark.bnf.fr/ark:/12148/cb12442990q;http://ark.bnf.fr/ark:/12148/cb302774150;Nom féminin;Épouse;;;;;98;2/9;3536;12;36;in-18;;25 planches;25;;;;;;;;;;;;;;;;;;;;;;;;;;;Demonville;Paris;Ménard;Paris;Desenne;Paris;;;;;;;;;;;;;;;"""Les faux-titres portent : Bibliothèque française. Le tome Ier des Œuvres de madame Cottin contient Claire d'Albe ; les tomes 2, 3 et 4, Malvina ; les trois volumes suivans, Amélie de Mansfield ; les volumes 8 à 11, Mathilde ; le tome XII Elisabeth.
Les tomes I à IV et VIII à XII forment, avec les volumes annoncés sous les numéros 3601 et 5069, les livraisons LXXII à LXXVII de la Bibliothèque française.
Les tomes V à VII des Œuvres de madame Cottin forment, avec les volumes annoncés sous les numéros 5055, 5056 et 5071, les livraisons LXXVIII à LXXXII.
Les 82 livraisons publiées jusqu'à ce jour se composent de 199 volumes avec 380 figures. Pour les prix, voyez n. 263.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5071;226;BELLES-LETTRES;Polygraphes;Français;Confessions de J. J. Rousseau;J. J. Rousseau;http://ark.bnf.fr/ark:/12148/cb119228817;http://ark.bnf.fr/ark:/12148/cb31257295n;;;;;;;39;1/9;1408;5;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Carpentier-Méricourt;Paris;Ménard;Paris;Desenne;Paris;;;;;;;;;;;;;;;"""Les faux-titres portent : Bibliothèque française.
Les volumes font partie des livraisons LXXVIII à LXXII.""";;;;;;;;;;;;;;;;
1824;41;1824/10/09;5072;213;BELLES-LETTRES;Théâtre;Français;Chefs-d’œuvre du répertoire des mélodrames joués à différens théâtres. Tomes II, VI, VII, IX et XVII.;;;http://ark.bnf.fr/ark:/12148/cb42568101d;Compilation;;;;;;54;1/6;1950;5;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tremblay;Senlis;Mme Dabo;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;41;1824/10/09;5073;210;BELLES-LETTRES;Théâtre;Français;Fin du Répertoire du Théâtre-Français, avec un nouveau choix des pièces des autres théâtres rassemblés. Par M. Lepeintre. Tomes VII, VIII, XXV, XXXIII, XXXIV.;;;"http://ark.bnf.fr/ark:/12148/cb31340832p;http://ark.bnf.fr/ark:/12148/cb32378181n;http://ark.bnf.fr/ark:/12148/cb30712469b;http://ark.bnf.fr/ark:/12148/cb31908660h;[XXXIV]";Compilation;;;;Lepeintre;http://ark.bnf.fr/ark:/12148/cb14517847b;56;2/3;2040;;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tremblay;Senlis;Mme Dabo;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;41;1824/10/09;5074;212;BELLES-LETTRES;Théâtre;Français;"Paul et Virginie, comédie en trois actes et en prose, mêlée d'ariettes. Par M. Favières ; représentée sur le théâtre Italien, le 15 janvier 1791. Nouvelle édition.";Favières;http://ark.bnf.fr/ark:/12148/cb11902400f;http://ark.bnf.fr/ark:/12148/cb30422778t;;;;;;;2;1/2;40;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hocquet;Paris;Bezou;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
