Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;Nombre de para-auteurs;Type de livre;Type d'illustrations 1;Type d'illustrations 2;Type d'illustrations 3;Lieu de parution;Orfèvre;Liens notice catalogue;LIBRAIRE 1;LIBRAIRE 2;LIBRAIRE 3;LIBRAIRE 4;LIBRAIRE 5;LIBRAIRE 6;LIBRAIRE 7;LIBRAIRE 8;LIBRAIRE 9;Nome;Prénom;Surnom;Sexe;Age;Nationalité;Importance;Biographie;Bibliographie;Nombre de illustrations;Type de papier;Prix
1836/06/25;26;1836;3125;200;BELLES-LETTRES;Introduction et Langues;Français;Exercices grammaticaux, ou Cours pratique de langue française. Tome I. Deuxième édition.;Alex. Boniface;;;;;9 1/3;;224;;in-12;;;;;1,50;;;;;;;;;;;;;Crété;Corbeil;Paris, rue des Mathurins-St-Jacques;Delalain;Paris, rue de la Harpe, n. 81;Levrault;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3126;201;BELLES-LETTRES;Introduction et Langues;Français;"Extrait d'un essai sur la langue anglaise jusqu'au commencement du dix-huitième siècle, et destiné à servir d'introduction au poëme d'Henri et Emma, ou la Brune Bergère, de Prior, mort en 1721; traduit de l'anglais en vers français, par M. L. F.....s.";;Anonyme;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Bachelaz;Lyon;;;;;;;;;;;;;;;;;;;Tiré à très-petit nombre.;Je pense que M. L. F....s est le traducteur du poème, non celui de l'essai annoncé (JBM).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3128;200;BELLES-LETTRES;Introduction et Langues;Français;Formation des verbes, à l'usage des élèves de la classe de C. A. Lambert.;;Anonyme;;;;1;;24;;in-12;;;;;;;;;;;;;;;;;;Verronnais;Metz;Metz;Verronnais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3129;201;BELLES-LETTRES;Introduction et Langues;Français;Grammaire allemande.;"M. l'abbé Auguste Latouche;M. C. Finck";Collectif;Religion;;;5 1/2;;88;;in-8°;;;;;;;;;;;;;;;;;;Mme Dondey-Dupré;Paris;Paris, rue Clément, n. 4;chez les auteurs;Paris, rue Vivienne, n. 2;Dondey-Dupré;;;;;;;;;;;;;;;Plus un tableau.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3131;204;BELLES-LETTRES;Poétique et Poésie;Français;"La Henriade, avec des remarques de Clément, extraites de ses Lettres à Voltaire, et grand nombre de morceaux de comparaison, tirés d'Homère, de Virgile, etc.; le tout adapté à chaque chant. Par M. Lepan.";"Voltaire;Homère;Virgile;etc.";"Pseudonyme;Compilation";;;"M. Lepan;Clément";24 3/4;;396;;in-8°;;;;;4,0;;;;;;;;;;;;;Eberhart;Paris;Paris, quai Conti, n. 13;Maire-Nyon;;;;;;;;;;;;;;;;;Les faux-titre et titre sont sur papier plus blanc que le reste du volume. C'est tout simplement l'édition de 1823.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3135;205;BELLES-LETTRES;Poétique et Poésie;Français;L'Introdurre. Poésies de M. le comte de Sart.;M. le comte de Sart;;Noblesse;;;12 1/4;;196;;in-8°;100;;;;4,0;;;;;;;;;;;;;Chanson;Cambrai;;;;;;;;;;;;;;;;;;;Tire à 100.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3136;218;BELLES-LETTRES;Romans et Contes;Français;Jeanne-Marguerite de Montmorency, ou la Solitaire des Pyrénées. Episode historique.;M. Sabatier de Castres;;;;;6;;216;;in-18;;;;;;;;;;;;;;;;;;Moquet;Paris;Paris, rue du Pot-de-Fer, n. 5;Gaume frères;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3137;219;BELLES-LETTRES;Romans et Contes;Français;Jeanne Torlec. Mœurs de la Bretagne.;M. La Fleuriais;;;;;22;;352;;in-8°;;;;;7,50;;;;;;;;;;;;;Baudouin;Paris;Paris;Baudouin;Paris, quai des Augustins;Pougin;Paris;Legrand et Bergounioux;Paris;Schwartz et Gagnot;Paris;Masson et Duprey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3138;201;BELLES-LETTRES;Introduction et Langues;Français;Jeu de la langue anglaise, ou l'Anglais enseigné comme amusement. Les phrases sont extraites de la Nouvelle Grammaire méthodique de John et J. Edward Denie. Trente-deux cartes in-16 imprimées d'un seul côté.;"John Denie;J. Edward Denie";Collectif;;;;;;;;in-16;;;;;1,50;;;;;;;;;;;;;Bailly;Paris;Paris, boulevart Montmartre;Saint-Jorre;Paris, place et galerie de l'Opéra-Comique, n. 12;;Passy;chez les auteurs;;;;;;;;;;;;;Trente-deux cartes in-16 imprimées d'un seul côté.;;;;;;;;;;;Saint-Jorre;;auteurs;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3139;209;BELLES-LETTRES;Poétique et Poésie;Français;Konrad Wallenrod. Poëme traduit du polonais d'Adam Mickiewicz, par A. R. Loison.;Adam Mickiewicz;;;A. R. Loison;;12 3/4;;204;;in-8°;;;;;4,0;;;;;;;;;;;;;Boudon;Paris;Paris, galerie d'Orléans, n. 31, Palais-Royal;Ledoyen;;;;;;;;;;;;;;;;;Traduction en vers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3144;211;BELLES-LETTRES;Théâtre;Français;"Mariana. Comédie en trois actes, mêlée de chants; représentée sur le théâtre des Variétés, le 4 juin 1836.";"M. Dupeuty;M. Fontan";Collectif;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3155;209;BELLES-LETTRES;Poétique et Poésie;Français;Œuvres complètes de Lord Byron, avec notes et commentaires, comprenant ses Mémoires publiés par Thomas Moore. Traduction nouvelle, par M. Paulin Pâris. Seconde édition. Tome VII.;Lord Byron;;Noblesse;M. Paulin Pâris;Thomas Moore;27 7/8;;446;;in-8°;;;;;2,25;;;;;;;;;;;;;Mme veuve Dondey-Dupré;Paris;Paris, rue Vivienne, n. 2;Mme veuve Dondey-Dupré;;;;;;;;;;;;;;;;;L'édition aura 13 volumes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3156;225;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de M. le vicomte de Châteaubriand, membre de l'académie française. Tome XXIV. Poésies.;M. le vicomte de Châteaubriand, membre de l'académie française;;"Noblesse;Contexte géographique;Sociétés savantes";;;20 3/4;;332;;in-8°;;un fac-simile;1;;8,0;;;;;;;;;;;;;Crapelet;Paris;Paris;Pourrat frères;;;;;;;;;;;;;;;;;10e livraison d'une édition en 32 volumes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3157;209;BELLES-LETTRES;Poétique et Poésie;Français;Le paradis perdu, de Milton. Traduction nouvelle. Par M. de Châteaubriand.;Milton;;;M. de Châteaubriand;;15 1/6;;546;2;in-18;;un portrait;1;;;;;;;;;;;;;;;Fournier;Paris;Paris, rue St-Germain-des-Prés, n. 9;Ch. Gosselin;Paris;Furne;;;;;;;;;;;;;;;Edition originale.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3159;204;BELLES-LETTRES;Poétique et Poésie;Français;La partie d'échecs. Poëme. Par M. C***. Réimprimé par les soins d'un amateur d'échecs, en réponse à la revanche de Waterloo.;M. C*** (Cérutti);"Anonyme;Pseudonyme";Autres;;un amateur d'échecs;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Arêne;Nantua;;;;;;;;;;;;;;;;;;;Réimpression du poëme de Cérutti sur le jeu des Echecs. L'éditeur récent déclare avoir fait faire cette réimpression pour répondre à ce que l'auteur d'Une Revanche de Waterloo a dit que nul avant lui n'avait pu surmonter les difficultés de ce sujet. Une Revanche de Waterloo (voyez n. 1408) est une pièce de 300 vers sur une partie d'échecs gagnée par M. Labourdonnais sur M. Mac Donnel au cercle des Panoramas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3161;205;BELLES-LETTRES;Poétique et Poésie;Français;Pélerinage poétique en Suisse et poésies diverses.;A. H. Lemonnier;;;;;16 1/2;;264;;in-8°;;;;;4,0;;;;;;;;;;;;;Delacour;Meudon;Paris, rue de l'Université, n. 13;Amable Costes;Paris, Palais-Royal;Féret;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3162;213;BELLES-LETTRES;Théâtre;Français;"Le père Latuile, ou le Cabaret de la barrière Clichy. Souvenir de 1814 en un acte; joué au théâtre de la Porte-Saint-Antoine, le 3 décembre 1835.";"M. de Leuven;M. Deforges";Collectif;;;;0 3/4;;48;;in-32;;;;;;;;;;;;;;;;;;Mevrel;Paris;Paris, boulevart St-Martin, n. 12;Marchant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3164;213;BELLES-LETTRES;Théâtre;Français;"Les petits métiers. Tableau populaire en un acte, mêlé de couplets; représenté sur le théâtre de la Gaîté, le 27 mai 1836.";"M. Barthélemy;M. Eugène Fillot";"Collectif;Pseudonyme masculin";;;;2 1/2;;;;;;;;;1,25;;;;;;;;;;;;;Mevrel;Paris;Paris, Palais-Royal;Barba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3165;220;BELLES-LETTRES;Romans et Contes;Français;Le Polonais. Traduit de l'anglais de miss Porter, par ***. Troisième édition.;miss Porter;"Nom féminin;Anonyme";Célibataire;***;;31 1/2;;756;3;in-12;;une gravure;1;;9,0;;;;;;;;;;;;;Belin;Paris;Paris, quai des Augustins, n. 49;Pougin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3166;214;BELLES-LETTRES;Théâtre;Français;"Le portrait du diable, comédie en un acte, mêlée de couplets; représentée sur le théâtre du Palais-Royal, le 30 mai 1836.";"M. de Rougemont;M. Brazier";Collectif;;;;0 3/4;;12;;in-8°;;;;;;;;;;;;;;;;;;Doudey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3171;214;BELLES-LETTRES;Théâtre;Français;Prospectus des théâtres de Lyon, sous la direction de Charles Provence, pour l'année théâtrale de 1836 à 1837.;;Anonyme;;;;1 1/2;;12;;in-4°;;;;;;;;;;;;;;;;;;Boitel;Lyon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3174;205;BELLES-LETTRES;Poétique et Poésie;Français;Sara. Poésies.;;Anonyme;;;;8 1/3;;200;;in-12;;;;;;;;;;;;;;;;;;Lepage;Nanci;Paris, quai des Augustins;Magen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3175;205;BELLES-LETTRES;Poétique et Poésie;Français;Serio-jocosa, ou Opuscules sérieux et badins.;un prolétaire;Pseudonyme;Autres;;;4 3/4;;76;;in-8°;;;;;;;;;;;;;;;;;;Malteste;Paris;Paris, rue Verdelet, n. 6;Rouanet;;;;;;;;;;;;;;;;;En vers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3180;222;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Symon de Blonay, ou le Combat des mariés et des non-mariés. Chronique du quinzième siècle. (Extrait du Conservateur suisse.);;Anonyme;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;F. Didot;Paris;;;;;;;;;;;;;;;;;;;En prose. Imprimé en caractères gothiques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3185;211;BELLES-LETTRES;Théâtre;Français;"Un bal du grand monde. Comédie-vaudeville en un acte; représentée sur le théâtre du Vaudeville, le 7 juin 1836.";"M. Varin;M. Desvergers";Collectif;;;;1 1/4;;20;;in-8°;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3186;218;BELLES-LETTRES;Romans et Contes;Français;Une coquette.;Léon Martiney;;;;;25;;400;;in-8°;;une vignette;1;;7,50;;;;;;;;;;;;;Brodard;Coulommiers;Paris, rue des Beaux-Arts, n. 3 bis;Souverain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3187;222;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Une lecture par jour. Mosaïque littéraire, historique, morale et religieuse, composée de 365 pièces extraites des prosateurs français, anciens et modernes, etc. ; avec des notes biographiques, historiques, géographiques, philosophiques, littéraires et grammaticales. Par A. Boniface. Tome I. Hiver.";;Compilation;;;A. Boniface;27 1/4;;436;;in-8°;;;;;6,0;;;;;;;;;;;;;Crété;Corbeil;Paris, quai des Augustins, n. 21;Magen;Paris, rue de Tournon, n. 33;chez l'auteur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3189;223;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Vingt-quatre heures d'une femme sensible, ou Une Grande leçon. Troisième édition.;Mme la princesse Constance de Salm;Nom féminin;"Épouse;Noblesse";;;9 1/2;;152;;in-8°;;;;;4,0;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Jacob, n. 24;F. Didot;Paris, rue Hautefeuille, n. 23;Arthus-Bertrand;Paris, Palais-Royal;Delaunay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3192;209;BELLES-LETTRES;Poétique et Poésie;Français;Paradis perdu de Milton. Traduction avec le texte en regard. Par une société d'hommes de lettres anglais et français. Édition in-folio, avec 56 gravures d'après les dessins de M. Flatters, et une introduction de l'abbé de La Mennais. (Extrait de l'acte de société.);;Anonyme;;;;0 1/4;;4;;in-8°;;2 planches;2;;;;;;;;;;;;;;;Kléfer;Versailles;Paris, rue St-André-des-Arts, n. 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3192;209;BELLES-LETTRES;Poétique et Poésie;Français;Paradis perdu de Milton. Traduction avec le texte en regard. Par une société d'hommes de lettres anglais et français. Édition in-folio, avec 56 gravures d'après les dessins de M. Flatters, et une introduction de l'abbé de La Mennais. (Spécimen.);Milton;Pseudonyme collectif;"Métiers du livre;Contexte géographique";une société d'hommes de lettres anglais et français;M. Flatters;0 1/2;;2;;in-folio;;;;;;;;;;;;;;;;;;Kléfer;Versailles;Paris, rue St-André-des-Arts, n. 68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3193;209;BELLES-LETTRES;Poétique et Poésie;"Français;Anglais";Le paradis perdu de Milton. Traduction nouvelle. Par M. de Châteaubriand.;Milton;;;M. de Châteaubriand;;62 1/4;;996;2;in-8°;;;;;;;;;;;;;;;;;;Fournier;Paris;Paris;Ch. Gosselin;Paris;Furne;;;;;;;;;;;;;;;Le texte est en regard.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3196;202;BELLES-LETTRES;Rhétorique et Eloquence;"Français;Grec";Démosthène. Discours sur la couronne. Traduction française, revue et corrigée avec soin, précédée d'une analyse, avec sommaires et notes en français. Par M. Jager. Deuxième édition, augmentée du texte pur en regard, revue et corrigée avec soin, par V. H. Chappuyzi.;Démosthène;;;M. Jager;"M. Jager;V. H. Chappuyzi";12;;288;;in-12;;;;;3,50;;;;;;;;;;;;;Ducessois;Paris;Paris, quai des Augustins, n. 57;Poilleux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3197;202;BELLES-LETTRES;Rhétorique et Eloquence;Grec;Discours d'Isocrate à Démonique. Texte grec et lexique. Par Al. Perrault-Maynand.;Isocrate;;;;Al. Perrault-Maynand;3;;72;;in-12;;;;;;;;;;;;;;;;;;Rossary;Lyon;Lyon;Périsse;Paris, rue du Pot-de-Fer, n. 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3200;226;BELLES-LETTRES;Mythologie et Fables;Langue régionale;Fables choisies de La Fontaine, traduites en vers bretons, par P. D. de Goësbriand.;La Fontaine;;;P. D. de Goësbriand;;2 1/2;;40;;in-8°;;;;;;;;;;;;;;;;;;Guilmer;Morlaix;Morlaix;Guilmer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3202;215;BELLES-LETTRES;Théâtre;Provençal;Magaou et Canoro, vo lou proucès doou pouar. Comédie en deux actes et en vers provençaux.;M. Louis Pelabon;;;;;2 1/2;;40;;in-8°;;;;;;;;;;;;;;;;;;Baume;Toulon;Toulon;Baume;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/06/25;26;1836;3213;209;BELLES-LETTRES;Poétique et Poésie;Polonais;Pugaczew. Wiersz Ludwika Microslawskiego.;Ludwik Microslawski;;;;;2;;72;;in-18;;;;;;;;;;;;;;;;;;Bourgogne;Paris;Paris, rue des Marais-St-G., n. 17 bis;;;;;;;;;;;;;;;;;;En vers.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3214;202;BELLES-LETTRES;Introduction et Langues;Français;À bas le charlatanisme ! Tableau pour apprendre à conjuguer tous les verbes de la langue espagnole en deux séances.;M. Villar;;;;;1;;2;;in-plano;;;;;;;;;;;;;;;;;;Coudert;Bordeaux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3216;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Agnès Visconti.;L. Cibrario;;;Georges Arandas;;2 1/2;;40;;in-8°;;;;;;;;;;;;;;;;;;Verpillon;Belley;Paris, place Sorbonne, n. 2;Bailly;;;;;;;;;;;;;;;;;Traduction, par Georges Arandas, du récit de L. Cibrario.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3220;224;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Aux amis de la littérature : De l'Histoire.;M. Ragache;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Stahl;Paris;Paris, passage Sainte-Avoye, n. 4;chez l'auteur;Paris, rue du Temple, n. 35;Pollet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3221;216;BELLES-LETTRES;Romans et Contes;Français;"Les Aventures de Télémaque ; suivies des Aventures d'Aristonoüs. Nouvelle édition.";Fénelon;;;;;15;;360;;in-12;;un portrait;1;;3,0;;;;;;;;;;;;;Ardant fils;Limoges;Limoges;Ardant fils;Paris, quai des Augustins;Didier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3222;204;BELLES-LETTRES;Poétique et Poésie;Français;Le bâtard d'Apollon. Poëme satirico-comique.;M. Charles Tinel;;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Vaissière;Clermont-Ferrand;;;;;;;;;;;;;;;;;;;En deux chants et en vers de dix syllabes.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3223;225;BELLES-LETTRES;Polygraphes;Français;Budget de la Ville d'Épinal, pour 1836.;;Anonyme;;;;4;;64;;in-8°;;;;;;;;;;;;;;;;;;Faguier;Epinal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3229;207;BELLES-LETTRES;Poétique et Poésie;Français;Chansons, poésies et morceaux de prose extraits du portefeuille d'un médecin de village.;un médecin de village;Pseudonyme;"Santé;Contexte géographique";;;5;;80;;in-8°;;;;;;;;;;;;;;;;;;Leleux;Lille;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3231;218;BELLES-LETTRES;Romans et Contes;Français;Cléopatre, reine d'Égypte. Roman.;Jules de Saint-Félix;;;;;44 1/4;;708;2;in-8°;;;;;15,0;;;;;;;;;;;;;Mme veuve Poussin;Paris;Paris, rue de Seine, n. 31;Charpentier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3234;208;BELLES-LETTRES;Poétique et Poésie;Français;Le conseil du diocèse de Lyon séant en cour de justice pour juger un criminel de lèse-arbitraire.;l'auteur de l'Arbitraire ecclésiastique tombé dans l'injustice, ami de M. Fournier.;Pseudonyme masculin;Autres;;;0 1/2;;4;;in-4°;;;;;;;;;;;;;;;;;;Boursy;Lyon;;;;;;;;;;;;;;;;;;;En vers. Par l'auteur de l'Arbitraire ecclésiastique tombé dans l'injustice, ami de M. Fournier. Voyez n. 4033 de 1835.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3247;207;BELLES-LETTRES;Poétique et Poésie;Français;Élégie sur la mort de Mlle Victorine Gasselin.;Antonin Roques;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Decourchant;Paris;;;;;;;;;;;;;;;;;;;Signé: Antonin Roques.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3248;199;BELLES-LETTRES;Introduction et Langues;Français;Élémens de la grammaire française. Nouvelle édition, à laquelle on a ajouté les mots où l'H est aspirée, et une table de multiplication.;Lhomond;;;;;3 1/2;;84;;in-12;;;;;0,90;;;;;;;;;;;;;Moronval;Paris;Paris, rue Galande, n. 65;Moronval;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3250;217;BELLES-LETTRES;Romans et Contes;Français;Espérance.;M. A. Siguier;;;;;23 1/2;;376;;in-8°;;;;;;;;;;;;;;;;;;Moreau;Paris;Paris, rue Montorgueil, n. 108;Philippe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3257;226;BELLES-LETTRES;Mythologie et Fables;Français;"Le fabuliste des enfans et des adolescens, ou Fables nouvelles pour servir à l'instruction et à l'amusement de la jeunesse; suivi du Temple de l'honneur. Par M. l'abbé Reyre. Nouvelle édition, augmentée d'un choix des fables de Florian, avec 9 figures.";"M. l'abbé Reyre;Florian";Compilation;Religion;;;14;;336;;in-12;;;;;;;;;;;;;;;;;;Crozet;Lyon;Lyon;Pélagaud;Lyon;Lesne et Crozet;;;;;;;;;;;;;;;Sans figures.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3265;225;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;L'indicateur goguenard. N. Ier.;M. Garnier Audiger;;;;;3;;108;;in-18;;;;;;;;;;;;;;;;;;Urtubie;Paris;Paris, rue Beauregard, n. 4;Augueux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3267;221;BELLES-LETTRES;Romans et Contes;Français;"L'ingénieux hidalgo Don Quichotte de la Manche. Par Miguel de Cervantes Saavedra. Traduit et annoté par Louis Viardot ; vignettes de Tony Johannot. Tome Ier. Livraisons 1, 2, 3, 4.";Miguel de Cervantes Saavedra;;;Louis Viardot;"Louis Viardot;Tony Johannot";5;;80;;in-8°;;une vignette et un frontispice;2;;0,30;;;;;;;;;;;;;Everat;Paris;Paris, rue de Seine, n. 33;Dubochet et compagnie, éditeurs, librairie Paulin;;;;;;;;;;;;;;;;;Prix de la livraison : 0-30. L'ouvrage formera 2 volumes. Le prix sera de 25-0.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3268;215;BELLES-LETTRES;Théâtre;Français;"Les intrigues espagnoles. Ballet-pantomime en deux actes; représenté pour la première fois à Lyon, le 1er juin 1836.";M. Léon, premier maître de ballet du grand théâtre;;Beaux-Arts;;;0 1/2;;12;;in-12;;;;papier rose;;;;;;;;;;;;;;Boitel;Lyon;;;;;;;;;;;;;;;;;;;Imprimé sur papier rose.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3270;198;BELLES-LETTRES;Introduction et Langues;Latin;"Jardin de la langue latine, divisé en deux parties : la première, Composition des racines, ou Aventures d'Enée, poëme en prose latine, concernant les radicaux, les dérivés et les composés de cette langue ; la seconde, Dictionnaire symétrique de ces racines, de leurs dérivés et de leurs composés.";Barthélemy Morand;;;;;32;;512;;in-8°;;;;;5,0;;;;;;;;;;;;;Guyot;Lyon;Lyon;Guyot;Paris, rue des Mathurins-St-Jacques, n. 5;Delalain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3275;207;BELLES-LETTRES;Poétique et Poésie;Français;Ma Fronde. Romances, vaudevilles, chansons politiques, etc.;M. Th. Wains-Desfontaines;;;;;2 1/2;;60;;in-12;;;;;;;;;;;;;;;;;;Ralu-Matrot;Alençon;Alençon;Ralu-Matrot;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836/07/02;27;1836;3283;205;BELLES-LETTRES;Poétique et Poésie;Français;Moins que rien.;M. Benezech;;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Prignet;Valenciennes;;;;;;;;;;;;;;;;;;;Poésies.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
