Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d'impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1823;47;1823/11/22;4994;187;BELLES-LETTRES;Théâtre;Français;Oeuvres complètes de Molière, avec les notes de tous les commentateurs. Edition publiée par L. Aimé Martin. Tome second;Molière;;Pseudonyme;;;;"L. Aimé Martin;tous les commentateurs";;26 1/8;;418;;In-8°;;trois planches;3;;;;;;;;;;;;;;;Jules Didot aîné;;Paris;Lefevre;;;;;;;;;;;;;;;;;C'est le premier volume dans l'ordre de publication. L'édition aura 8 volumes.;;
1823;47;1823/11/22;4997;201;BELLES-LETTRES;Polygraphes;Français;"Oeuvres de Fénélon, archevêque de Cambrai ; publiées d'après les manuscrits originaux et les éditions les plus correctes ; avec un grand nombre de pièces inédites. Tomes XVIII et XIX";Fénelon, archevêque de Cambrai;;;"Religion;Contexte géographique";;;;;69 1/4;;1108;2;In-8;;;;;;;;;;;;;;;;;;Lebel;Paris;Paris;Lebel;;;;;;;;;;;;;;;;;"""Le tome XVIIIe contient le Manuel de piété et autres ouvrages du même genre ; le tome XIXe contient les Fables, les Dialogues, Opuscules divers français et latins.""";;
1823;47;1823/11/22;5002;202;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire. (Tomes XI et XLV.);Voltaire;;Pseudonyme;;;;;;55 5/8;;890;2;In-8°;;;;;5;;;;;;;;;;;;;Gaulthier Laguionie;;Paris;Chassériau;Paris;Bossange père;;;;;;;;;;;;;;;"""Prix de chaque volume"". Le tome XI contient la Pucelle, le tome XLV, les Facéties. Ces deux volumes forment la dixième livraison.";;
1823;47;1823/11/22;5003;177;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres choisies de Gresset, précédées d'un Essai sur sa vie et ses ouvrages. Par M. Campenon;Gresset;;;;;;M. Campenon;;32 3/8;;518;;in-8°;;une planche;1;papier fin des Vosges satiné;6,5;;une planche;1;papier fin d'Annonay satiné;7,5;;une planche, fig. avant la lettre;1;grand papier vélin d'Annonay ;21;;;J. Didot aîné;;Paris;Janet et Cotelle;;;;;;;;;;;;;;;;;Id. avec l'eau-forte : 23-0;;
1823;47;1823/11/22;5004;201;BELLES-LETTRES;Polygraphes;Français;"Oeuvres complètes d'Etienne Jouy, de l'Académie française ; avec des éclaircissemens et des notes. Tomes I et XVIII";Etienne Jouy, de l'Académie française;;;Sociétés savantes;;;;;52 1/2;;840;2;in-8°;;;;;8;;;;;;;;;;;;;J. Didot aîné;;Paris;J. Didot aîné;;;;;;;;;;;;;;;;;"""Prix de chaque volume : 8-0"". Le tome ler est le ler des Essais sur les mœurs; Le tome XVII est le Ier du Théâtre; il contient Tippo-Saeb, Bélisaire, Sylla, Julien dans les Gaules. (Voyez n. 3249 )";;
1823;47;1823/11/22;5007;195;BELLES-LETTRES;Romans;Français;Histoire d'Eugénie d'Eteille, adressée par le comte d'Eteille à un de ses amis, et publiée par le comte S. Ms.;comte S. Ms.;;Anonyme masculin;Noblesse;;;;;25 1/2;;612;2;In-12;;;;;;;;;;;;;;;;;;Cosson;;Paris;Lecointe et Durey;Paris;Pigoreau;;;;;;;;;;;;;;;;Sans certitude, je suppose que le comte d'Eteille est un personnage et le comte S. Ms. le véritable auteur (JBM);
1823;47;1823/11/22;5008;195;BELLES-LETTRES;Romans;Français;M. Dupont ou la jeune Fille et sa bonne;Ch. Paul de Kock;;;;;;;;41 1/2;;996;4;In-12;;;;;;;;;;;;;;;;;;Hocquet;;Paris;Barba;;;;;;;;;;;;;;;;;(1824.);;
1823;47;1823/11/22;5009;195;BELLES-LETTRES;Romans;Français;Lyonnel, ou la Provence au XIIIe siècle, roman historique.;;;Anonyme;;;;;;50 2/3;;1216;3;In-12;;;;;12,5;;;;;;;;;;;;;Tilliard;;Paris;J. J. Blaise;;;;;;;;;;;;;;;;;"""trois volumes, en cinq parties"" ; ""50 feuilles 2/3, y compris l'errata""";;
1823;47;1823/11/22;5010;173;BELLES-LETTRES;Langues;Français;"Le nouveau Dictionnaire provençal-français, contenant généralement tous les termes des differentes régions de la Provence, les plus difficiles à rendre en français tels que ceux des plantes, des oiseaux, de marine, d'agriculture, des arts mécaniques, les locutions populaires, etc.; précédé d'un abrégé de grammaire provençale-française, et suivi de la collection la plus complète des proverbes provençaux";M. G.;;Anonyme;;;;;;24 1/2;;392;;In-8°;;;;;;;;;;;;;;;;;;Me veuve Roche;;Marseille;Masvert;Marseille;Camoin;;;;;;;;;;;;;;;On promet le dictionnaire français-provençal.;;
1823;47;1823/11/22;5013;191;BELLES-LETTRES;Théâtre;Français;Pyrame et Thisbé, tragé lie en trois actes et en vers;J. E. Bruneaux du Hâvre;;;Contexte géographique;;;;;2 1/4;;36;;in-8°;;;;;2,75;;;;;;;;;;;;;Nouzou;;Paris;Barba;;;;;;;;;;;;;;;;;;;
1823;47;1823/11/22;5014;190;BELLES-LETTRES;Théâtre;Français;La Chasse ou le Jardinier de Muldorff, comédie-vaudeville en un acte. Représentée sur le théâtre de la Porte-Saint-Martin, le 13 novembre 1823;M. Léopold;;;;;;;;2;;32;;in-8°;;;;;;;;;;;;;;;;;;Nouzou;;Paris;Bezou;;;;;;;;;;;;;;;;;;;
1823;47;1823/11/22;5015;188;BELLES-LETTRES;Théâtre;Français;Une Journée de Vendôme, comédie en trois actes et en vers libres. Représentée sur le théâtre français de l'Odéon, le décembre 1823;M. X. V. Drap-Arnaud;;;;;;;;5 3/4;;92;;in-8°;;;;;;;;;;;;;;;;;;le Normant;;;;;;;;;;;;;;;;;;;;;;
1823;47;1823/11/22;5016;180;BELLES-LETTRES;Poétique et Poésie;Français;La Guerre et la paix d'Espagne, poëme en trois chants;de Lattre, ancien sous-préfet;;;Administration;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Catineau;;;;;;;;;;;;;;;;;;;;En vers de sept syllabes. Par de Lattre, ancien sous-préfet;;
1823;47;1823/11/22;5017;181;BELLES-LETTRES;Poétique et Poésie;Français;Au Pacificateur de l'Espagne;J. B. Vidaillet (de Gourdon);;;Contexte géographique;;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Porthmann;;;;;;;;;;;;;;;;;;;;En vers. Par J. B. Vidaillet (de Gourdon);;
1823;47;1823/11/22;5018;181;BELLES-LETTRES;Poétique et Poésie;Français;Epitres à L. A. R. Mgr le duc et Mme la duchesse d'Angoulême;J. M. M. Redarès;;;;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Gaultier Laguionie;;;;;;;;;;;;;;;;;;;;;;
