Année;Livraison;Date;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d'impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue
1823;11;1823/03/15;1120;197;BELLES-LETTRES;Romans;Français;Contes des fées;Mme d’Aulnoy;http://ark.bnf.fr/ark:/12148/cb118895586;Nom féminin;;;;;;8 2/3;;312;;In-18;;planches;;;;;;;;;;;;;;;;Masson;Paris;Paris;L. Duprat-Duverger;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb300396433
1823;11;1823/03/15;1121;197;BELLES-LETTRES;Romans;Français;"La jeune Aveugle, ou la Famille anglaise, histoire intéressante, destinée à l'instruction de la jeunesse ; traduite de l'anglais, par C. C.";;;Anonyme;;C. C. ;http://ark.bnf.fr/ark:/12148/cb11606462f;;;6;;216;;In-18;;;;;;;;;;;;;;;;;;Brédif;Laigle;Paris;Bargeas;Paris;Lelong;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb33441371w
1823;11;1823/03/15;1122;173;BELLES-LETTRES;Langues;Français;Cacologie méthodique;F. Munier, instituteur, membre de la Société des lettres, sciences et arts de Metz;http://ark.bnf.fr/ark:/12148/cb121710140;;"Enseignement;Sociétés savantes";;;;;6 1/2;;156;;In-12;;;;;1,5;;;;;;;;;;;;;Lamort;Metz;Metz;Chez l'auteur;Metz;Thiel;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30996170p
1823;11;1823/03/15;1123;173;BELLES-LETTRES;Langues;Français;Corrigé de la cacologie méthodique;F. Munier, instituteur, membre de la Société des lettres, sciences et arts de Metz;http://ark.bnf.fr/ark:/12148/cb121710140;;"Enseignement;Sociétés savantes";;;;;5 1/2;;132;;In-12;;;;;1,5;;;;;;;;;;;;;Lamort;Metz;Metz;Chez l'auteur;Metz;Thiel;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30996172c
1823;11;1823/03/15;1124;173;BELLES-LETTRES;Langues;Français;"Abrégé raisonné et simplifié du discours, ou Développement de la grammaire française de Lhomond ; par J. Gibert, ancien chef d'institution";J. Gibert, ancien chef d'institution;http://ark.bnf.fr/ark:/12148/cb10199686k;;Enseignement;;;;;6 1/3;;152;;In-12;;;;;1;;;;;;;;;;;;;Boursy;Lyon;;;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb305043408
1823;11;1823/03/15;1126;200;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Cravatiana, ou Traité général des cravattes considérées dans leur origine, leur influence politique, physique et morale, leurs formes, leurs couleurs et leurs espèces. Ouvrage traduit librement de l'anglais sur la huitième édition ; orné de vignettes, fleurons, et d'une gravure en taille-douce";;;Anonyme;;;;;;3 1/3;;80;;In-12;;"vignettes;fleurons;1 gravure en taille-douce";;;2,5;;;;;;;;;;;;;J. Didot aîné;Paris;Paris;Dalibon;Paris;Marchands de nouveautés;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb41636333h
1823;11;1823/03/15;1127;179;BELLES-LETTRES;Poétique et Poésie;Français;"Course poétique dans les Alpes suisses du canton de Berne ; ouvrage couronné par l'Académie royale des sciences, belles-lettres et arts de Rouen, dans sa séance publique du vendredi 9 août 1822";A. H. Lemonnier, avocat à la cour royale de Paris;http://ark.bnf.fr/ark:/12148/cb14493020m;;"Justice;Contexte géographique";;;;;1 1/4;;20;;In-8;;;;;;;;;;;;;;;;;;P. Périaux père;Rouen;;;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30788368m
1823;11;1823/03/15;1128;182;BELLES-LETTRES;Poétique et Poésie;Français;Le Pauvre vieillard. Elégie sur la guerre d'Espagne de 1809, par A. Bignan;A. Bignan;http://ark.bnf.fr/ark:/12148/cb124377022;;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Goetschy;Paris;;;;;;;;;;;;;;;;;;;"""Extrait du n. 131 de l'Album.""";;http://ark.bnf.fr/ark:/12148/cb30104625h
1823;11;1823/03/15;1152;201;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Bourdaloue, de la compagnie de Jésus. Nouvelle édition, augmentée d'une Notice sur sa vie et ses ouvrages, et d'une Table générale des matières;Bourdaloue, de la compagnie de Jésus;http://ark.bnf.fr/ark:/12148/cb12510937b;;Religion;;;;;502 5/6;;;16;In-8;;;;;;;;;;;;;;;;;;Kindelem;Lyon;Lyon;François Guyot;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30144016q
1823;11;1823/03/15;1158;175;BELLES-LETTRES;Rhétorique et Eloquence;Français;Oraison funèbre de Mgr P.-M. Rouph de Varicourt, évêque d'Orléans, prononcée le 31 janvier 1823 dans l'église cathédrale d'Orléans par M. Chaboux, chanoine honoraire de ladite église, etc.;M. Chaboux, chanoine honoraire de ladite église [église cathédrale d'Orléans];http://ark.bnf.fr/ark:/12148/cb10429724c;;"Religion;Contexte géographique";;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Jacob aîné;Orléans;Orléans;Jacob aîné;;;;;;;;;;;;;;;;;;Le nombre de feuilles n'est pas mentionné.;http://ark.bnf.fr/ark:/12148/cb30215183x
1823;11;1823/03/15;1173;201;BELLES-LETTRES;Polygraphes;Français;"Œuvres complètes de Pothier. Nouvelle édition, ornée d'un portrait ; publiée par M. Siffrein. (Nouveau prospectus.)";;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Didot le jeune;Paris;Paris, rue St.-Jean de Beauvais;Chez l'auteur;;;;;;;;;;;;;;;;;"""L'édition aura 18 volumes. Les deux derniers sont promis d'ici au mois de juin. Les 18 volumes se vendent….. 90-0
Plus tard le prix sera de……….110-0""";Document non trouvé dans le catalogue de la BnF (JBM).;
1823;11;1823/03/15;1188;197;BELLES-LETTRES;Romans;Français;Edouard de Belval et Sophie, conte par M. Quatremère de Roissy, auteur d'Adélaïde;M. Quatremère de Roissy, auteur d'Adélaïde;http://ark.bnf.fr/ark:/12148/cb10693920w;;Métiers du livre;;;;;5;;180;;In-18;;;;;1,5;;;;;;;;;;;;;Le Normant;Paris;Paris;Le Normant;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb31161699q
1823;11;1823/03/15;1189;180;BELLES-LETTRES;Poétique et Poésie;Français;Epître à Lamon, sur les moyens de réussir dans l’exercice de la médecine;A. M. F. Chambeyron, de Lyon, élève interne des hôpitaux et hospices civils de Paris;http://ark.bnf.fr/ark:/12148/cb10521929w;;"Enseignement;Santé;Contexte géographique";;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;F. Didot aîné;Paris;;;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30217469p
1823;11;1823/03/15;1190;178;BELLES-LETTRES;Poétique et Poésie;Français;Poëmes, odes, épitres et poésies diverses;X. B. Saintine;http://ark.bnf.fr/ark:/12148/cb121396540;;;;;;;7;;252;;In-18;;1 frontispice gravé;1;;;;;;;;;;;;;;;F. Didot;Paris;Paris;Ladvocat;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb38659259x
1823;11;1823/03/15;1196;202;BELLES-LETTRES;Epistolaires;Français;Lettres de Mlle Aïssé, accompagnées d'une notice biographique et de notes explicatives ;Mlle Aïssé;http://ark.bnf.fr/ark:/12148/cb12214066w;Nom féminin;;;;;;10;;240;;In-12;;;;;3;;;;;;;;;;;;;Rougeron;Paris;Paris;Chaumerot jeune;;;;;;;;;;;;;;;;;"""La couverture imprimée porte : Collection épistolaire des femmes célèbres du siècle de Louis XIV, tome III. L'édition aura 10 volumes. Les souscripteurs à toute la collection ne la paieront que……25-0""";;http://ark.bnf.fr/ark:/12148/cb30006423k
1823;11;1823/03/15;1200;178;BELLES-LETTRES;Poétique et Poésie;Français;L’Art de fumer, poëme;A. H. P***;http://ark.bnf.fr/ark:/12148/cb116080786;Anonyme;;;;;;2;;32;;In-8;;;;;1,25;;;;;;;;;;;;;Everat;Paris;Paris;Chaumerot jeune;Paris;Delaunay;Strasbourg;Levrault;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb33247223v
1823;11;1823/03/15;1208;179;BELLES-LETTRES;Poétique et Poésie;Français;Les Français aux Pyrénées, scène d'avril 1823;Germilly;http://ark.bnf.fr/ark:/12148/cb10183772h;;;;;;;;;;;In-8;;;;;0,75;;;;;;;;;;;;;Boucher;Paris;Paris;Boucher;Paris;Petit;Paris;Delaunay;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb305009779
1823;11;1823/03/15;1209;194;BELLES-LETTRES;Romans;Français;Récréations solitaires d’une parisienne. Nouvelles anecdotes semi-historiques, ornées de 2 gravures;Mme E.-C. P***;E.-C. P***;Anonyme féminin;;;;;;22;;528;2;In-12;;2 gravures;2;;5;;;;;;;;;;;;;Béraud;Paris;Paris;Béraud;Paris;Masson;Paris;Peytieux;;;;;;;;;;;;;;Ouvrage non trouvé dans le catalogue de la BnF (JBM).;
1823;11;1823/03/15;1220;"200;176";BELLES-LETTRES;"Polygraphes;Poétique et Poésie";Latin;P. Virgilius Maro. Quatuor indices hominum, verborum, rerum et plantarum in omnibus Virgilii operibus occurentium disposuit, recensuit, emendavit N. E. Lemaire. Volumen octavum et ultimum;;;;;;;N. E. Lemaire;http://ark.bnf.fr/ark:/12148/cb12563936r;41 1/4;;660;;In-8;;;;;;;;;;;;;;;;;;P. Didot aîné;Paris;Paris, boulevard italien, n. 22;N. E. Lemaire, éditeur;Paris;F. Didot;Paris;Barrois aîné;Paris;Debure frères;Paris;Treuttel et Würtz;Paris;A.-A. Renouard;Paris;Brunot Labbe;Paris;Mongie aîné;Paris;Bossange père;"""(1822.)""
""chez N. Pichard, chez Arthus-Bertrand.""
""Le faux-titre porte : Bibliotheca classica latina, sive Collectio auctorum classicorum latinorum, cum notis et indicibus.
Ce volume est le XXXVe de la collection, et forme, avec les Nos 1099 et 1221, la dix-huitième livraison. 
Les 41 feuilles 174 ci-dessus ne contiennent que les trois premiers index. Le quatrième, par M. A. L. A. Fée, qui complète le volume et le porte à 57 feuilles, est annoncé sous le n. 1099.
Pour les prix et autres détails sur la collection, voy. ci-devant n. 591.""";"Ajouter les libraires qui ne rentraient pas dans les colonnes (GL).
D'après la description de l'ouvrage, ce volume ne contient pas de texte de Virgile, mais seulement des index, d'où la présence de Lemaire en auteur et non en para-auteur (JBM).";http://ark.bnf.fr/ark:/12148/cb315915585
1823;11;1823/03/15;1221;"200;174";BELLES-LETTRES;"Polygraphes;Rhétorique et Eloquence";Latin;Marcus Fabius Quintilianus, de Institutione oratoriâ, ad codices parisinos recensitus cum integris commentariis Georgii Ludovici Spalding, quibus novas lectiones et notas adjecit Johannes Josephus Dusssault, unus è præfectis servandæ bibliothecæ San-Genovefanæ.Volumen tertium.;Quintilien;http://ark.bnf.fr/ark:/12148/cb11887333t;Collectif;Métiers du livre;;;"Georgii Ludovici Spalding;Johannes Josephus Dusssault, unus è præfectis servandæ bibliothecæ San-Genovefanæ";"http://ark.bnf.fr/ark:/12148/cb137500402;http://ark.bnf.fr/ark:/12148/cb119977381";35 1/4;;564;;In-8;;;;;;;;;;;;;;;;;;P. Didot aîné;Paris;;;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Bibliotheca classica latina, sive Collectio auctorum classicorum latinorum, cum notis et indicibus.
Ce volume est le XXXVIe de la collection, et forme, avec les Nos 1099 et 1220, la dix-huitième livraison.""";;http://ark.bnf.fr/ark:/12148/cb31165816q
1823;11;1823/03/15;1224;174;BELLES-LETTRES;Langues;Allemand;Anfangsgruende der deutschen grammatick, von G. H. Laib. (Elémens de grammaire allemande. Par G. H. Laib.);G. H. Laib;http://ark.bnf.fr/ark:/12148/cb105704984;;;;;;;4 2/3;;112;;In-12;;;;;;;;;;;;;;;;;;Heitz;Strasbourg;Strasbourg;Heitz;Leipsig;Gleditsch;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30720600n
1823;12;1823/03/22;1233;"201;178";BELLES-LETTRES;"Poétique et Poésie;Polygraphes";Français;La Henriade, poëme par Voltaire;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;3;;192;;In-32;;1 portrait;1;;;;;;;;;;;;;;;F. Didot;Paris;Paris;L. Debure;;;;;;;;;;;;;;;;;"""(1822.)""
""L'Avertissement de l'éditeur est, dit-on, de M. Campenon.
La couverture imprimée, datée, sur le dos, de 1823, porte : Classiques français, ou Bibliothèque portative de l'amateur, composée des chefs-d'œuvre en prose et en vers des meilleurs auteurs, et ornée de portraits. Voy. 1235.""";;http://ark.bnf.fr/ark:/12148/cb31603449q
1823;12;1823/03/22;1234;"201;177";BELLES-LETTRES;"Poétique et Poésie;Polygraphes";Français;Poëmes et discours en vers, par Voltaire;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;3 3/8;;216;;In-32;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris;L. Debure;;;;;;;;;;;;;;;;;"""(1822.)""
""La couverture imprimée porte : Classiques français, etc. Voy, n. 1235.""";;http://ark.bnf.fr/ark:/12148/cb31603623k
1823;12;1823/03/22;1235;"201;177";BELLES-LETTRES;"Poétique et Poésie;Polygraphes";Français;Contes en vers et Satires, par Voltaire;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;3 3/8;;216;;In-32;;;;;;;;;;;;;;;;;;F. Didot;Paris;Paris;L. Debure;;;;;;;;;;;;;;;;;"""(1822.)""
""La couverture imprimée porte : Classiques français, ou Bibliothèque portative de l'amateur, composée des chefs-d'œuvre en prose et en vers des meilleurs auteurs, et ornée de portraits.
Ce volume, et les deux qui sont annoncés sous les Nos 1233 et 1234, forment la première livraison de cette collection.
Les Classiques français comprendront, en 60 volumes in-32, les Chefs-d'œuvre de Boileau, Bossuet, Bourdaloue, Corneille, Fénélon, Fléchier, La Bruyère, La Fontaine, La Rochefoucauld, Malherbe, Massillon, Mascaron, Molière, Montesquieu, Pascal, Racine (J.), Racine (L.), Regnard, Rousseau (J. B.), Voltaire.
Les livraisons seront de 2, 3 ou 4 volumes, suivant l'étendue des ouvrages. Chaque volume, selon sa grosseur, coûtera 2 fr. 50 c. ou 3 fr.
Les trois premiers volumes sont du prix de 7 fr.""";;http://ark.bnf.fr/ark:/12148/cb31603623k
1823;12;1823/03/22;1236;179;BELLES-LETTRES;Poétique et Poésie;Français;Mes Loisirs, opuscules en vers par M. Hilaire L. S.;Hilaire L. S.;"http://ark.bnf.fr/ark:/12148/cb10557116d;http://ark.bnf.fr/ark:/12148/cb10504479c";Anonyme masculin;;;;;;14 3/4;;236;;In-8;;6 planches lithog.;6;;7;;;;;;;;;;;;;Boucher;Paris;Paris;Pélicier;Paris;Boucher;;;;;;;;;;;;;;;;Hésitation entre deux auteurs possibles (JBM).;http://ark.bnf.fr/ark:/12148/cb31307607s
1823;12;1823/03/22;1238;201;BELLES-LETTRES;Polygraphes;Français;Méditations sur l'Evangile. Par Bossuet. Tomes IIe et IIIe ;Bossuet;http://ark.bnf.fr/ark:/12148/cb118930724;;;;;;;62;;992;2;In-8;;;;;10;;;;;;;;;;;;;P. Didot l'aîné;Paris;Paris;Delestre-Boulage;;;;;;;;;;;;;;;;;"""Prix de la livraison.""
""Les faux-titres portent : Œuvres choisies de Bossuet, tomes XIII et XIV.""";;http://ark.bnf.fr/ark:/12148/cb30135089z
1823;12;1823/03/22;1240;202;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de Voltaire. Tomes Ve et XVIIe.;Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;66 3/4;;1068;2;In-8;;;;;5;;;;;;;;;;;;;Dupont;Paris;Paris;Chasseriau;;;;;;;;;;;;;;;;;"""Prix de chaque volume.""
""C'est la troisième livraison (Voy. N. 33.) Le tome V est le IVe du Théâtre ; le tome XVII est le IIIe de l'Essai sur les mœurs.""";Edition non trouvée sur le catalogue de la BnF (JBM).;
1823;12;1823/03/22;1241;186;BELLES-LETTRES;Théâtre;Français;"Suite du Répertoire du Théâtre-Français, avec un choix des pièces de plusieurs autres théâtres, arrangées et mises en ordre par M. Lepeintre, et précédées de notices sur les auteurs ; le tout terminé par une table générale. Tomes XVIe, XLVIIe, LXIe, LXXIe et LXXIIIe ";;;Compilation;;;;Lepeintre;http://ark.bnf.fr/ark:/12148/cb14517847b;57 2/3;;2076;5;In-18;;;;;;;;;;;;;;;;;;Tremblay;Senlis;Paris;Mme veuve Dabo;;;;;;;;;;;;;;;;;"""C'est la 10e livraison.""";;http://ark.bnf.fr/ark:/12148/cb33616249c
1823;12;1823/03/22;1242;189;BELLES-LETTRES;Théâtre;Français;Le Fermier d’Arcueil, vaudeville en un acte, imité du Cousin Jacques. Par MM. Brazier, Carmouche et Ferdinand. Représenté sur le théâtre des Variétés, le 18 février 1823.;"M. Brazier;M. Carmouche;M. Ferdinand";"http://ark.bnf.fr/ark:/12148/cb12131229r;http://ark.bnf.fr/ark:/12148/cb13092781p;http://ark.bnf.fr/ark:/12148/cb136046576";"Collectif;Pseudonyme masculin";;;;;;2 1/2;;40;;In-8;;;;;1,25;;;;;;;;;;;;;Hocquet;Paris;Paris;Mme Huet;Paris;Barba;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb307240406
1823;12;1823/03/22;1243;190;BELLES-LETTRES;Théâtre;Français;Les deux Sergents, mélodrame en 3 actes et à spectacle. Par M. d'Aubigny, musique de M. Alexandre, ballet de M. Blache fils. Representé sur le théâtre de la Porte St.-Martin, le 20 février 1823.;M. d’Aubigny;http://ark.bnf.fr/ark:/12148/cb146537891;;;;;"M. Alexandre;M. Blache fils";;3 1/2;;56;;In-8;;1 lithographie;1;;1,25;;;;;;;;;;;;;Hocquet;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;"""Annoncé sous le n. 920 sans lithographie.""";Plusieurs entrées du catalogue de la BnF semblent convenir à cette notice (JBM).;http://ark.bnf.fr/ark:/12148/cb30861041t
1823;12;1823/03/22;1244;202;BELLES-LETTRES;Polygraphes;Français;"Œuvres complètes de Voltaire. Edition Esneaux. Tomes XIV, LXI et LXIII. Politique et législation, tome 1 ; - Poésies ; - Facéties parisiennes";Voltaire;http://ark.bnf.fr/ark:/12148/cb11928669t;Pseudonyme;;;;;;73 1/4;;1172;3;In-8;;;;;3;;;;;;;;;;;;;Jacob;Versailles;Paris;J. Esneaux;;;;;;;;;;;;;;;;;"""Prix de chaque volume.""
""Ce sont les tomes XXXIII, XXXIV et XXXV dans l'ordre de publication.""";;http://ark.bnf.fr/ark:/12148/cb31602392b
1823;12;1823/03/22;1245;181;BELLES-LETTRES;Poétique et Poésie;Français;Les Grecs et les Turcs, ode;L. Borde;http://ark.bnf.fr/ark:/12148/cb10649446m;;;;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;Ph. J. Dannbach;Strasbourg;;;;;;;;;;;;;;;;;;;"""En strophes de 4 vers de 7 syllabes. Signé : L. Borde.""";;http://ark.bnf.fr/ark:/12148/cb30131439j
1823;12;1823/03/22;1246;179;BELLES-LETTRES;Poétique et Poésie;Français;Instruction en vers français sur la passion de N. S. J. C.;M. Antoine Pradier, avocat, ancien magistrat, etc.;http://ark.bnf.fr/ark:/12148/cb104117305;;Justice;;;;;8 1/2;;136;;In-8;;;;;;;;;;;;;;;;;;F. Vieusseux;Toulouse;;;;;;;;;;;;;;;;;;;"""(1822.)""";;http://ark.bnf.fr/ark:/12148/cb31146213v
1823;12;1823/03/22;1252;199;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Le Chant du rossignol, par M. Adolphe de Ch…. 1823;Adolphe de Ch....;http://ark.bnf.fr/ark:/12148/cb15046602g;Anonyme masculin;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Félix Avignon;Montpellier;;;;;;;;;;;;;;;;;;;"""En prose.""";;http://ark.bnf.fr/ark:/12148/cb30234671g
1823;12;1823/03/22;1254;200;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Polichinelle, professeur de droit public;;;Anonyme;;;;;;1 1/2;;24;;In-8;;;;;;;;;;;;;;;;;;Lefèvre-Compigny;Melun;;;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb364506299
1823;12;1823/03/22;1268;173;BELLES-LETTRES;Langues;Français;Dictionnaire de la langue française, extrait du nouveau Dictionnaire de la langue française, de J.-Ch. Laveaux, etc. (Prospectus);;;Anonyme;;;;;;;;;;In-8;;;;;;;;;;;;;;;;;;Fain;Paris;Paris;Ledentu;;;;;;;;;;;;;;;;;"""Prix……21-0""
""L'ouvrage a été annoncé sous le n. 1104, et le titre transcrit en entier.""";Document non trouvé dans le catalogue de la BnF (JBM).;
1823;12;1823/03/22;1269;176;BELLES-LETTRES;Poétique et Poésie;Français;Odes de Pindare, traduites en français, avec des notes;Pindare;http://ark.bnf.fr/ark:/12148/cb119920037;;"Enseignement;Contexte géographique";A. Muzac, principal du collège de Brive;A. Muzac;A. Muzac, principal du collège de Brive;A. Muzac;13 1/2;;324;;In-12;;;;;;;;;;;;;;;;;;Rignoux;Paris;Paris;Igonette;;;;;;;;;;;;;;;;;"""Traduction en prose.""";;
1823;12;1823/03/22;1270;178;BELLES-LETTRES;Poétique et Poésie;Français;Le Trapiste, poëme. Par l'auteur des poëmes antiques et modernes Héléna, la Somnambule, la Femme adultère, la Prison, etc. Troisième édition. Au bénéfice des trappistes d'Espagne;l'auteur des poëmes antiques et modernes Héléna, la Somnambule, la Femme adultère, la Prison, etc.;http://ark.bnf.fr/ark:/12148/cb119283183;Pseudonyme;Métiers du livre;;;;;1 3/4;;28;;In-8;;;;;;;;;;;;;;;;;;Guiraudet;Paris;Paris;Guiraudet et Gallay;Paris;Painparré;Paris;Pélicier;;;;;;;;;;;;;"""Voyez Nos 4689 et 5475 de 1822. L'impartial du 18 et 19 du présent mois dit que l'auteur est M. Alfred de Vigny.""";L'auteur est bien Vigny.;http://ark.bnf.fr/ark:/12148/cb31577809t
1823;12;1823/03/22;1271;178;BELLES-LETTRES;Poétique et Poésie;Français;Epître à Casimir Delavigne, sur ses ouvrages;Gustave Drouineau;http://ark.bnf.fr/ark:/12148/cb12514785m;;;;;;;1;;16;;In-8;;;;;;;;;;;;;;;;;;Cellot;Paris;Paris;Mongie;Paris;Véret;Paris;Delaunay;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb303560351
1823;12;1823/03/22;1272;183;BELLES-LETTRES;Poétique et Poésie;Français;Amour et patrie. Petit chansonnier français;Doigt;http://ark.bnf.fr/ark:/12148/cb10174363g;;;;;;;2;;48;;In-12;;;;;0,75;;;;;;;;;;;;;Hardy;Paris;Paris, rue des Cinq-Diamans, n. 8;Porlier;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30345957c
1823;12;1823/03/22;1273;190;BELLES-LETTRES;Théâtre;Français;Les Deux Lucas, vaudeville en un acte. Par MM. Armand Ov*** et Constant B***. Représenté sur le théâtre de la Gaité le 5 mars 1823.;"M. Armand Ov**;M. Constant B**";"http://ark.bnf.fr/ark:/12148/cb10722621w;http://ark.bnf.fr/ark:/12148/cb14653914p";"Collectif;Anonyme masculin";;;;;;2 1/2;;40;;In-8;;;;;0,75;;;;;;;;;;;;;Nouzou;Paris;Paris;Duvernoy;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb31046156p
1823;12;1823/03/22;1277;193;BELLES-LETTRES;Romans;Français;Maria, ou l’Enfant de l’infortune. Septième édition;V. d’A......;http://ark.bnf.fr/ark:/12148/cb12534790m;Anonyme;;;;;;9;;324;3;In-18;;3 planches;3;;;;;;;;;;;;;;;Chassaignon;Paris;Paris;Chassaignon;;;;;;;;;;;;;;;;;"""(1822.)""";Edition non trouvée sur le catalogue de la BnF (JBM).;
1823;12;1823/03/22;1300;186;BELLES-LETTRES;Théâtre;Français;"Mort d’Abel, tragédie lyrique remise en deux actes, représentée, pour la première fois, le 23 mars 1810, et reprise le
   mars 1823, sur le théâtre de l'Académie royale de musique. Paroles de M. Hofman, musique de M. Kreutzer, chef d'orchestre de l'Académie royale de musique. Deuxième édition. ";M. Hofman;http://ark.bnf.fr/ark:/12148/cb11907622h;Collectif;Beaux-Arts;;;M. Kreutzer, chef d'orchestre de l'Académie royale de musique;http://ark.bnf.fr/ark:/12148/cb12493995q;2;;32;;In-8;;;;;;;;;;;;;;;;;;Hocquet;Paris;Paris;Vente;;;;;;;;;;;;;;;;;"""La date de la repise est en blanc. C'est le 17 de ce mois qu'elle a eu lieu.""";;http://ark.bnf.fr/ark:/12148/cb30609590r
1823;12;1823/03/22;1301;189;BELLES-LETTRES;Théâtre;Français;"L’Aveugle de Montmorency, comédie en un acte, mêlée de couplets ; par MM. Brazier, Gabriel et Gersin ; représentée sur le théâtre des Variétés, le 6 mars 1823.";"M. Brazier;M. Gabriel;M. Gersin";"http://ark.bnf.fr/ark:/12148/cb12131229r;http://ark.bnf.fr/ark:/12148/cb12459876s;http://ark.bnf.fr/ark:/12148/cb14783848h";"Collectif;Pseudonyme masculin";;;;;;2 1/2;;40;;In-8;;;;;1,5;;;;;;;;;;;;;Nouzou;Paris;Paris;Quoy;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb30847227v
1823;12;1823/03/22;1302;190;BELLES-LETTRES;Théâtre;Français;"Le Concert de village, folie-vaudeville en un acte, par MM. Ch. Hubert et Prosper Mars ; représentée sur le théâtre de l'Ambigu-Comique, le 5 mars 1823.";"M. Ch. Hubert;M. Prosper Mars";"http://ark.bnf.fr/ark:/12148/cb14684057b;http://ark.bnf.fr/ark:/12148/cb10280578g";Collectif;;;;;;2;;32;;In-8;;;;;1;;;;;;;;;;;;;Hocquet;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;;;http://ark.bnf.fr/ark:/12148/cb308904492
1823;12;1823/03/22;1303;194;BELLES-LETTRES;Romans;Français;Léonide, ou la Vieille de Surêne. Publié par Victor Ducange. Orné de 4 gravures dessinées par Chasselat;Victor Ducange;http://ark.bnf.fr/ark:/12148/cb12463044q;;;;;Chasselat;http://ark.bnf.fr/ark:/12148/cb14086828d;67;;1608;5;In-12;;5 planches;5;;;;;;;;;;;;;;;Smith;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;"""Le frontispice du tome Ier est le seul qui n'annonce que 4 planches ; les autres en annoncent 5, et c'est en effet 5 que cet ouvrage contient.""";;http://ark.bnf.fr/ark:/12148/cb303626279
