Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;Unnamed: 59
1828/10/25;43;1828;6308;212;BELLES-LETTRES;Introduction et Langues;Français;Soirées allemandes offertes au public.;Stanislas de Monbusc;;;;;12 11/12;;310;2;in-12;;;;;;;;;;;;;;;;;;Guiraudet;Paris;Paris;Bréauté;;;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6309;227;BELLES-LETTRES;Théâtre;Français;Les soirées de Neuilly. Esquisses dramatiques et historiques publiées par M. de Fongeray, ornées du portrait de l'auteur et d'un fac-simile de son écriture. Quatrième édition. Tome Ier;M. de Fongeray;;;;;23;;368;;in-8°;;portrait de l'auteur et fac-simile de son écriture;2;;7,0;;;;;;;;;;;;;Guiraudet;Paris;Paris, rue Git-le-Coeur, n. 4;Moutardier;;;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6312;236;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Suite terrible et malheureuse du crime.;;Anonyme;;;;0 1/4;;8;;in-16;;;;;;;;;;;;;;;;;;Jullien;Montpellier;;;;;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6313;230;BELLES-LETTRES;Romans et Contes;Français;La Tête noire.;Amédée de Bast;;;;;37 1/6;;892;4;in-12;;;;;;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue Hautefeuille, n. 30;Tenon;;;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6321;209;BELLES-LETTRES;Introduction et Langues;Français;Vocabulaire français-turc, à l'usage des commerçans, des navigateurs et autres voyageurs dans le Levant, contenant les mots les plus usités de la langue française rendus en turc, etc.;T. X. Bianchi;;;;;21 1/4;;340;;in-8°;;;;;;;;;;;;;;;;;;Everat;Paris;Paris, rue du Cadran;Everat;;;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6323;233;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Voyage de Polyclète, ou Lettres romaines. Troisième édition, considérablement augmentée.;M. le baron Alexandre de Théis;;Noblesse;;;59 1/2;;952;2;in-8°;;;;;14,0;;;;;;;;;;;;;Casimir;Paris;Paris, rue de Savoie, n. 14;Grimbert;;;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6324;221;BELLES-LETTRES;Poétique et Poésie;Français;Voyage de S. A. R. Madame dans la Vendée. La Chaumière. Episode.;;Anonyme;;;;1 1/2;;12;;in-4°;;;;;;;;;;;;;;;;;;Louis Perrin;Lyon;;;;;;;;;;;;;;;;;;;En vers.;;;
1828/10/25;43;1828;6332;214;BELLES-LETTRES;Poétique et Poésie;Grec;Iliade d'Homere. Edition collationnée sur les textes les plus purs, avec des sommaires nouveaux. Par Jos. Planche;Homère;;;;Jos. Planche;19 1/6;;460;;in-12;;;;;;;;;;;;;;;;;;Béthune;Paris;Paris;Belin-Mandar et Devaux;Bruxelles;Belin-Mandar et Devaux;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6333;209;BELLES-LETTRES;Introduction et Langues;Français;Lexique élémentaire grec-français de tous les mots contenus dans les ouvrages classiques suivans : Fables d'Esope, Dialogue des morts, le Songe, ou le Coq, Charon, ou les Contemplateurs, Timon, ou le Misantrope, Jugement des voyelles, Vie de Lucien, Isocrate à Démonique, Eloge d'Evagoras, Chrestomatie de M. Leclerc, Cyropédie, premier et deuxième livres : premier livre de l'Iliade, la Batrachomyomachie, Selecta loca è vitis Plutarchi, les quatre évangélistes saint Mathieu, saint Marc, saint Jean, saint Luc, les Actes des apôtres. Sur un plan entièrement nouveau. Troisième édition;E. Lefranc;;;;;31 2/3;;760;;in-12;;;;;;;;;;;;;;;;;;Béthune;Paris;Paris;Belin-Mandar et Devaux;Bruxelles;Belin-Mandar et Devaux;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6334;239;BELLES-LETTRES;Mythologie et Fables;Grec;Nouveau choix des Fables d'Ésope, divisé en trois livres. Par E. Lefranc. Nouvelle édition;Esope;;;;E. Lefranc;7 1/2;;180;;in-12;;;;;;;;;;;;;;;;;;Béthune;Paris;Paris, rue Saint-André-des-Arts, n. 57;Belin-Mandar et Devaux;;;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6335;213;BELLES-LETTRES;Rhétorique et Eloquence;Grec;Les Philippiques de Démosthene. Edition collationnée sur les textes les plus purs, avec des sommaires et notes nouvelles, historiques et philologiques. Par Jos. Planche.;Démosthène;;;;Jos. Planche;2 5/6;;68;;in-12;;;;;;;;;;;;;;;;;;Béthune;Paris;Paris;Belin-Mandar et Devaux;Bruxelles;Belin-Mandar et Devaux;;;;;;;;;;;;;;;;;;
1828/10/25;43;1828;6337;213;BELLES-LETTRES;Rhétorique et Eloquence;Latin;Conciones sive orationes ex Sallustii, T. Livii, Taciti et Q. Curtii historiis collectæ, quibus nonnullas adjecit orationes et gallica præposuit argumenta E. Boitard. Ad usum scholarum.;"Salluste;Tite-Live;Tacite;Quinte-Curce";Compilation;;;E. Boitard;16 5/6;;404;;in-12;;;;;;;;;;;;;;;;;;Duverger;Paris;Paris, rue Pierre-Sarrazin;Hachette;;;;;;;;;;;;;;;;;Ad usum scholarum.;;;
1828/10/25;43;1828;6339;210;BELLES-LETTRES;Introduction et Langues;Latin;Dictionarium Latino-Gallicum, ad usum tyronum, ou Dictionnaire latin-français, à l'usage de commençans, contenant la traduction littérale de toutes les phrases, de toutes les formes embarrassantes des auteurs qu'on explique dans les classes élémentaires.;G. Hesse;;;;;29;;464;;in-8°;;;;;;;;;;;;;;;;;;Carez;Toul;Toul;Carez;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6355;234;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Almanach dédié aux dames, pour l'année 1829;;Anonyme;;;;7;;224;;in-16;;des planches;;;;;;;;;;;;;;;;Didot aîné;Paris;Paris, rue Saint-Jacques, n. 54;Lefuel;Paris;Delaunay;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6363;218;BELLES-LETTRES;Poétique et Poésie;Français;La bataille de Navarin, ode. Seconde édition.;Evariste Boulay-Paty;;;;;0 1/2;;8;;in-8°;;;;;1,0;;;;;;;;;;;;;Mellinet-Malassis;Nantes;Paris, quai Malaquais, n. 23;Ladvocat;Paris;Delaunay;;;;;;;;;;;;;;;Seconde édition.;;;
1828/11/01;44;1828;6364;226;BELLES-LETTRES;Théâtre;Français;"La boutique mystérieuse, ou les Deux voisins, pantomime dialoguée en trois parties, mêlée de chants et de danses, paroles de M. M. de R., musique de M. Vauderland, ballet de M. Godet, etc. ; représentée sur le théâtre forain du Luxembourg le 22 octobre 1828.";M. M. de R.;Anonyme;;;"M. Vauderland;M. Godet";3 1/2;;56;;in-8°;;;;;0,40;;;;;;;;;;;;;Chassaignon;Paris;Paris, rue Gît-le-Cœur, n. 7;Chassaignon;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6366;220;BELLES-LETTRES;Poétique et Poésie;Français;Cantique en l'honneur de la dame de Saint-Amour.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Hérault;Nantes;Nantes;Hérault;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6368;216;BELLES-LETTRES;Poétique et Poésie;Français;Charles-Martel, poëme épique en 12 chants.;E. F. M. Dupré-Deloire;;;;;50 1/2;;808;2;in-8°;;;;;;;;;;;;;;;;;;Moessart;Paris;Paris, cour des Fontaines, n. 7;;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6374;233;BELLES-LETTRES;Romans et Contes;Français;Les contes du presbytère, dédiés à la jeunesse.;Mme A. M***;Anonyme féminin;Épouse;;;6;;216;;in-18;;4 gravures;4;;;;;;;;;;;;;;;Tremblay;Senlis;Paris;Masson et Yonet;;;;;;;;;;;;;;;;;(1825).;;;
1828/11/01;44;1828;6377;219;BELLES-LETTRES;Poétique et Poésie;Français;Cri d'alarme du pantalon, ou Dialogue entre le pantalon et la culotte.;;Anonyme;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Danicourt-Huet;Orléans;Orléans;Danicourt-Huet;;;;;;;;;;;;;;;;;En vers.;;;
1828/11/01;44;1828;6378;235;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;La dame blanche, chronique des chevaliers à l'écusson vert.;M. Brès;;;;;;;;;in-12;;6 gravures;6;;;;;;;;;;;;;;;F. Didot;Paris;Paris, rue Saint-Jacques, n. 54;Lefuel;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6387;228;BELLES-LETTRES;Romans et Contes;Français;Le Doyen de Killerine. Tome II.;;Anonyme;;;;4 1/8;;264;;in-32;;;;;1,25;;;;;;;;;;;;;Firmin Didot;Paris;Paris, rue de Richelieu, n. 20;Dauthereau;;;;;;;;;;;;;;;;;Centième livraison de la Collection des meilleurs romans français et étrangers, en 100 volumes.;;;
1828/11/01;44;1828;6391;217;BELLES-LETTRES;Poétique et Poésie;Français;Études françaises et étrangères.;Emile Deschamps;;;;;24;;384;;in-8°;;;;;;;;;;;;;;;;;;Goëtschy;Paris;Paris, rue Saint-Germain-des-Prés, n. 9;Urbain Canel;;;;;;;;;;;;;;;;;En vers.;;;
1828/11/01;44;1828;6393;239;BELLES-LETTRES;Mythologie et Fables;Français;Fables choisies de l'abbé Aubert et de Lamothe-Houdart, mises en ordre par Fy***. Deuxième édition.;"abbé Aubert;Lamothe-Houdart";"Compilation;Anonyme";Religion;;Fy***;6 4/9;;232;;in-18;;2 gravures;2;;;;;;;;;;;;;;;Tremblay;Senlis;Paris;Masson et Yonet;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6394;230;BELLES-LETTRES;Romans et Contes;Français;Le Fils du Meunier. Première partie. Le Siège de Rouen. (Chroniques du temps de la ligue.);M. Mortonval;;;;;36 5/6;;884;4;in-12;;;;;12,0;;;;;;;;;;;;;Pinard;Paris;Paris, rue Vivienne, n. 16;Amb. Dupont;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6399;230;BELLES-LETTRES;Romans et Contes;Français;Gertrude. Deuxième édition (ou tirage).;Mme Hortense Allart de Therase;Nom féminin;Épouse;;;37 1/2;;900;4;in-12;;;;;12,0;;;;;;;;;;;;;Tastu;Paris;Paris, rue Vivienne, n. 16;Ambroise Dupont;;;;;;;;;;;;;;;;;Cet ouvrage avait déjà été imprimé à l'étranger, en trois volumes in-12.;;;
1828/11/01;44;1828;6400;210;BELLES-LETTRES;Introduction et Langues;Français;Grammaire française des commençans, sur un plan entièrement nouveau et méthodique, à l'usage des maisons d'éducation.;A. M. F. Chevet-Saint-Omer;;;;;2 1/2;;60;;in-12;;;;;1,0;;;;;;;;;;;;;Stahl;Paris;Paris, rue de Chartres, n. 12;chez l'auteur;Paris;Lecointe;Paris;Stahl;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6401;235;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Les Grecs, dialogue.;M. Jacquemin;;;;;0 4/9;;16;;in-18;;;;;;;;;;;;;;;;;;Poussielgue-Rusand;Paris;Paris;Rusand;;;;;;;;;;;;;;;;;En prose.;;;
1828/11/01;44;1828;6402;216;BELLES-LETTRES;Poétique et Poésie;Français;Le Gueux des bois ou les Patriotes belges en 1556, suivi de la Bataille de Navarin.;M. More, auteur du Gueux de mer;;Métiers du livre;;;38 1/3;;920;4;in-12;;;;;12,0;;;;;;;;;;;;;Cosson;Paris;Paris, quai des Augustins, n. 49;Lecointe;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6404;221;BELLES-LETTRES;Poétique et Poésie;Français;La Hiérodie, ou Recueil de poésies chrétiennes, extraites des meilleurs auteurs qui aient écrit sur la religion, à l'usage des personnes instruites et pieuses.;meilleurs auteurs qui aient écrit sur la religion;Compilation;;;;20 1/6;;484;;in-12;;;;;3,50;;;;;;;;;;;;;Poisson;Caen;Caen;Poisson;Caen;Mancel;Paris;Louis;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6407;234;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Hommage aux dames. (Dix-septième année.);;Anonyme;;;;5;;180;;in-18;;6 gravures et un frontispice gravé;7;;4,0;;6 gravures et un frontispice gravé;7;cartonné;;;6 gravures et un frontispice gravé;7;relié;;;;F. Didot;Paris;Paris, rue Saint-Jacques, n. 59;Louis Janet;;;;;;;;;;;;;;;;;Prix: 4-0. Il y a des exemplaires cartonnés ou reliés dans les prix de 5 fr. 50 c. à 30 fr.;;;
1828/11/01;44;1828;6410;215;BELLES-LETTRES;Poétique et Poésie;Français;La Jobiane, ou les Songes du père Job, poëme en sept chants.;;Anonyme;;;;17;;272;;in-8°;;;;;;;;;;;;;;;;;;Marteville;Rennes;Rennes;Marteville;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6413;210;BELLES-LETTRES;Introduction et Langues;Français;Leçons d'analyse logique. Seconde édition.;"M. Noël;M. Chapsal";Collectif;;;;9;;216;;in-12;;;;;;;;;;;;;;;;;;Eberhart;Paris;Paris, quai Conti, n. 13;Maire-Nyon;Paris;Roret;Paris;Delalain;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6419;220;BELLES-LETTRES;Poétique et Poésie;Français;Le Momusien. Recueil de chansons inédites, publié par Em. Debraux, Ch. Lepage. Première livraison.;"Em. Debraux;Ch. Lepage";Collectif;;;;0 1/2;;4;;in-4°;;;;;0,50;;;;;;;;;;;;;Sétier;Paris;Paris, cour des Fontaines, n. 7;;;;;;;;;;;;;;;;;;"On promet par mois 4 à 5 livraisons ; 100 livraisons composeront un volume avec 8 lithographies. Prix de chaque livraison, payable d'avance : 0-50.";;;
1828/11/01;44;1828;6421;216;BELLES-LETTRES;Poétique et Poésie;Français;La morale de l'enfance, ou Quatrains moraux, à la portée des enfans, et rangés par ordre méthodique. Onzième édition;Ch. G. Morel, vicomte de Morel-Vindé, pair de France;;"Noblesse;Politique;Contexte géographique";;;3 5/16;;106;;in-16;;une planche;1;;;;;;;;;;;;;;;Moëssard;Paris;Paris;Déterville;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6425;210;BELLES-LETTRES;Introduction et Langues;Français;Nouvelle grammaire française, sur un plan très-méthodique, avec de nombreux exercices d'orthographe, de syntaxe et de ponctuation, tirés de nos meilleurs auteurs et distribués dans l'ordre des règles. Douzième édition.;"M. Noël;M. Chapsal";Collectif;;;;9 1/4;;222;;in-12;;;;;1,50;;;;;;;;;;;;;Eberhart;Paris;Paris, quai Conti, n. 13;Maire-Nyon;Paris;Roret;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6428;219;BELLES-LETTRES;Poétique et Poésie;Français;Odes et Ballades. Quatrième édition, augmentée de l'Ode à la colonne et de dix pièces nouvelles.;Victor Hugo;;;;;52 1/2;;840;2;in-8°;;4 gravures;4;;15,0;;;;;;;;;;;;;Tastu;Paris;Paris, quai Voltaire, n. 11;Hector Bossange;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6429;219;BELLES-LETTRES;Poétique et Poésie;Français;Odes;le comte de Champfeu;;Noblesse;;;1 8/9;;68;;in-18;;;;;;;;;;;;;;;;;;Trouvé;Paris;Paris, rue Notre-Dame-des-Victoires, n. 17;Trouvé;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6431;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Bossuet, évêque de Meaux. Tomes XXIX et XXX.;Bossuet, évêque de Meaux;;"Religion;Contexte géographique";;;80 3/4;;1292;2;in-8°;;;;;3,50;;;;;;;;;;;;;Gauthier;Besançon;Besançon;Gauthier frères;Paris;Gauthier frères;;;;;;;;;;;;;;;L'édition aura 51 volumes. Voyez n. 2325.;;;
1828/11/01;44;1828;6432;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Buffon, avec les descriptions anatomiques de Daubenton, son collaborateur. Nouvelle édition, commencée par feu M. Lamouroux, et continuée par M. A. G. Desmarest, membre de l'académie royale de médecine, professeur de zoologie à l'école royale vétérinaire d'Alfort. Tome XIII. Histoire naturelle de l'homme, tome Ier.;Buffon;;"Autres;Sociétés savantes;Enseignement;Contexte géographique";;"Daubenton, son collaborateur;M. A. G. Desmarest, membre de l'académie royale de médecine, professeur de zoologie à l'école royale vétérinaire d'Alfort";33 3/4;;540;;in-8°;;;;;5,0;;;;grand papier vélin satiné;23;;;;;;;;F. Didot;Paris;Paris, quai des Augustins, n. 25;Verdière;Paris;Ladrange;;;;;;;;;;;;;;;C'est la XXXIIe livraison de l'édition, qui aura 40 volumes de texte et 36 cahiers de planches. Chaque volume coûte: 5-0. Grand papier vélin: 23-0. Chaque cahier de figures coloriées: 8-0. Grand papier vélin satiné: 15-0.;;;
1828/11/01;44;1828;6432;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Buffon, avec les descriptions anatomiques de Daubenton, son collaborateur. Nouvelle édition, commencée par feu M. Lamouroux, et continuée par M. A. G. Desmarest, membre de l'académie royale de médecine, professeur de zoologie à l'école royale vétérinaire d'Alfort. Planches. XVIIIe cahier;;Anonyme;;;;0 1/4;;4;;in-8°;;20 planches (coloriées);20;;8;;20 planches (coloriées);20;grand papier vélin satiné;15;;;;;;;;F. Didot;Paris;Paris, quai des Augustins, n. 25;Verdière;Paris;Ladrange;;;;;;;;;;;;;;;In-8° d'un quart de feuille servant de couverture (plus 20 planches). C'est la XXXIIe livraison de l'édition, qui aura 40 volumes de texte et 36 cahiers de planches. Chaque volume coûte: 5-0. Grand papier vélin: 23-0. Chaque cahier de figures coloriées: 8-0. Grand papier vélin satiné: 15-0.;;;
1828/11/01;44;1828;6433;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Buffon, mises en ordre par M. le comte de Lacépède, enrichies par ce savant d'une vue générale des progrès des sciences naturelles. Nouvelle édition. Tomes XXV et XXVI.;Buffon;;Noblesse;;M. le comte de Lacépède;54;;864;2;in-8°;;les treizième et quatorzième cahiers de planches, chacun de 10 planches;20;;11,0;;;;;;;;;;;;;Casimir;Paris;Paris, rue Mazarine, n. 30;Eymery, Fruger et comagnie;;;;;;;;;;;;;;;;;VIIe livraison de l'édition annoncée en 26 volumes. Voyez n. 1663.;;;
1828/11/01;44;1828;6434;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de J.-J. Rousseau, avec des éclaircissemens et des notes historiques. Par M. Auguis. (Tome X.) Nouvelle Héloïse, tome III.;J.-J. Rousseau;;;;M. Auguis;28;;448;;in-8°;;;;;3,50;;;;;;;;;;;;;Didot aîné;Paris;Paris, Palais-Royal, galerie de Nemours;Feret;;;;;;;;;;;;;;;;;XXVIe et dernière livraison.;;;
1828/11/01;44;1828;6435;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Deuxième édition. (I) Vie de Voltaire.;Voltaire;Pseudonyme;;;;37 3/4;;604;;in-8°;;un portrait;1;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"LXIIe et LXIIIe livraisons de la deuxième édition (voyez n. 86) annoncée en 75 volumes. Dans la première édition (voyez n. 86), annoncée aussi en 75 volumes, la Vie de Voltaire, ou Biographie, forme deux volumes (voyez n. 5158 et 6288) et contient beaucoup de choses qui ne sont pas dans la seconde édition. Voici ce qui manque dans le volume de la seconde édition: 1° Notice sur les biographies de Voltaire par M. Louis Dubois en 19 pages; 2° L'Epitre à Voltaire par Chénier; 3° les Notes nombreuses ajoutées par M. Louis Dubois à la Vie de Voltaire; 4º des additions faites soit par M. L. Dubois, soit par M. Clogenson.";;;
1828/11/01;44;1828;6435;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Deuxième édition. (III) Théâtre, tome II.;Voltaire;Pseudonyme;;;;33 3/4;;540;;in-8°;;un portrait;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;"LXIIe et LXIIIe livraisons de la deuxième édition (voyez n. 86) annoncée en 75 volumes. Dans la première édition (voyez n. 86), annoncée aussi en 75 volumes, la Vie de Voltaire, ou Biographie, forme deux volumes (voyez n. 5158 et 6288) et contient beaucoup de choses qui ne sont pas dans la seconde édition. Voici ce qui manque dans le volume de la seconde édition: 1° Notice sur les biographies de Voltaire par M. Louis Dubois en 19 pages; 2° L'Epitre à Voltaire par Chénier; 3° les Notes nombreuses ajoutées par M. Louis Dubois à la Vie de Voltaire; 4º des additions faites soit par M. L. Dubois, soit par M. Clogenson.";;;
1828/11/01;44;1828;6436;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Voltaire, avec des remarques et des notes historiques, scientifiques et littéraires. Cinquième édition. (XLVI et XLVII) Philosophie, tomes IV et V.;Voltaire;Pseudonyme;;;;56 1/4;;900;2;in-8°;;;;;3,50;;;;;;;;;;;;;Rignoux;Paris;Paris, rue de Vaugirard, n. 17;Baudouin frères;;;;;;;;;;;;;;;;;Prix de chaque volume : 3-50. XXVIIIe et XXIXe livraisons de la cinquième édition annoncée en 75 volumes. (Voyez n. 86.) La partie Philosophie n'a que quatre volumes dans l'édition de M. Lequien, qui a 69 volumes.;;;
1828/11/01;44;1828;6437;238;BELLES-LETTRES;Polygraphes;Français;Oeuvres de F. B. Hoffman. (Tome IV) Critique, tome Ier.;F. B. Hoffman;;;;;34 1/4;;548;;in-8°;;;;;7,0;;;;;;;;;;;;;Lefebvre;Paris;Paris;Lefebvre;;;;;;;;;;;;;;;;;Ire livraison de l'édition qui aura 10 volumes. Voyez n. 3498.;;;
1828/11/01;44;1828;6438;214;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres d'Homère, avec des remarques, précédées de réflexions sur Homère et sur la traduction des poètes. Par P. J. Bitaubé. Nouvelle édition. Iliade.;Homère;;;;P. J. Bitaubé;35 1/4;;846;2;in-12;;2 gravures;2;;;;;;;;;;;;;;;Charles Déis;Besançon;Besançon;Charles Déis;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6438;214;BELLES-LETTRES;Poétique et Poésie;Français;Oeuvres d'Homère, avec des remarques, précédées de réflexions sur Homère et sur la traduction des poètes. Par P. J. Bitaubé. Nouvelle édition. Odyssée.;Homère;;;;P. J. Bitaubé;29 7/12;;710;2;in-12;;;;;;;;;;;;;;;;;;Charles Déis;Besançon;Besançon;Charles Déis;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6441;220;BELLES-LETTRES;Poétique et Poésie;Français;Le Petit Moissonneur des Théatres, dédié aux dames.;;Anonyme;;;;6;;192;;in-16;;12 planches;12;;4,0;;;;;;;;;;;;;J. Didot;Paris;Paris, rue Saint-Jacques, n. 54;Lefuel;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6444;217;BELLES-LETTRES;Poétique et Poésie;Français;Poésies;A. Bignan;;;;;10;;360;;in-18;;;;;5,50;;;;;;;;;;;;;Hurez;Cambrai;Cambrai;Hurez;Paris, rue Saint-Jacques, n. 59;Louis Janet;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6445;226;BELLES-LETTRES;Théâtre;Français;"Polder, ou le Bourreau d'Amsterdam, mélodrame en trois actes, à grand spectacle ; représenté sur le théâtre de la Gaîté le 15 octobre 1828.";"M. de Pixerécourt;M. Victor Ducange";Collectif;;;;6;;96;;in-8°;;;;;2,0;;;;;;;;;;;;;Chassaignon;Paris;Paris, rue du Temple, n. 36;Pollet;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6449;232;BELLES-LETTRES;Romans et Contes;Français;Les Quatre Fils Aymon.;;Anonyme;;;;15;;120;;in-4°;;;;;;;;;;;;;;;;;;Deckherr;Montbéliard;Montbéliard;Deckherr;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6467;225;BELLES-LETTRES;Théâtre;Français;"Valentine, ou la Chute des feuilles, drame en deux actes mêlé de chants ; représenté sur le théâtre des Nouveautés le 2 octobre 1828.";"M. Saint-Hilaire;M. de Villeneuve";Collectif;;;;3 1/4;;52;;in-8°;;;;;;;;;;;;;;;;;;Barbier;Paris;Paris, cour des Fontaines, n.7;;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6473;221;BELLES-LETTRES;Poétique et Poésie;Français;Vive le Roi. Couplets à l'occasion de la Saint-Charles, fête de S. M. Charles X, 4 novembre 1828.;P. Ledouz;;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Duverger;Paris;;;;;;;;;;;;;;;;;;;Signé P. Ledouz.;;;
1828/11/01;44;1828;6474;233;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Voyage de Polyclète, ou Lettres romaines. Quatrième édition, considérablement augmentée.;baron Alexandre de Théis;;Noblesse;;;41 1/3;;992;3;in-12;;;;;;;;;;;;;;;;;;Casimir;Paris;Paris, rue de Savoie, n. 14;Grimbert;;;;;;;;;;;;;;;;;;;;
1828/11/01;44;1828;6475;221;BELLES-LETTRES;Poétique et Poésie;Français;Voyage du Roi au camp de Saint-Omer. Poëme couronné par l'académie d'Amiens dans sa séance publique du 25 août 1828.;Alex. Bouthors;;;;;2;;16;;in-4°;;;;;;;;;;;;;;;;;;Boudon-Caron;Amiens;Amiens;Boudon-Caron;;;;;;;;;;;;;;;;;En vers.;;;
1828/11/01;44;1828;6477;211;BELLES-LETTRES;Introduction et Langues;Anglais;To the English, ladies and gentlemen, residing in Paris.;P. L. Neveux, maître de langues;;Enseignement;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;David;Paris;Paris, rue Neuve-des-Petits-Champs, n. 74;chez l'auteur, maître de langues;;;;;;;;;;;;;;;;;;"La qualité de ""maître de langues"" n'est indiquée que dans le lieu de vente, après la mention ""chez l'auteur"", et non dans le titre lui-même (JBM).";;
1828/11/01;44;1828;6478;209;BELLES-LETTRES;Introduction et Langues;Français;"Dictionnaire français-arabe. Par Ellious Bocthor, Egyptien, professeur d'arabe vulgaire à l'école royale des L.L. 0.0 vivantes; revu et augmenté par A. Caussin de Parceval, professeur d'arabe vulgaire à l'école royale des L.L. O.O. Première livraison.";Ellious Bocthor, Egyptien, professeur d'arabe vulgaire à l'école royale des L.L. 0.0 vivantes;;"Contexte géographique;Enseignement";;A. Caussin de Parceval, professeur d'arabe vulgaire à l'école royale des L.L. O.O.;20 1/2;;164;;in-4°;;;;;12,0;;;;papier vélin;24;;;;;;;;F. Didot;Paris;Paris, rue Jacob, n. 24;F. Didot;;;;;;;;;;;;;;;;;L'ouvrage aura six livraisons formant deux volumes.;;;
