Date;Livraison;Année;N° de notice;Page;Catégorie;Sous-catégorie;Langue;Titre;Auteur;Posture;Affichage identitaire;Traducteur;Para-auteur;Nombre de feuilles;Fraction;Nombre de pages;Nombre de volumes;Format;Tirage 1;Illustrations 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustrations 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustrations 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Edition;Lieu d'édition;Imprimeur;Lieu d’impression;Lieu de vente 1;Libraire 1;Lieu de vente 2;Libraire 2;Lieu de vente 3;Libraire 3;Lieu de vente 4;Libraire 4;Lieu de vente 5;Libraire 5;Lieu de vente 6;Libraire 6;Lieu de vente 7;Libraire 7;Lieu de vente 8;Libraire 8;Lieu de vente 9;Libraire 9;Commentaires des bibliographes;Notes (e-BdF);Lien notice catalogue;n° de notice
1833/03/23;12;1833;1624;212;BELLES-LETTRES;Poétique et Poésie;Langue régionale;"Los contrabanders. Cansoneta nova, a imitacio d'aquesta de P. J. de Béranger; rimada per un curios apassionnat de la llengua romano-catalana.";un curiós apassionat de la llengua romano-catalana;Pseudonyme masculin;Autres;;;0 1/2;;4;;in-4°;;musique et vignette au dessus sur la deuxième page;2;;;;;;;;;;;;;;;Dupuy;Paris;Paris;Techener;;;;;;;;;;;;;;;;;Avec musique et vignette au dessus sur la deuxième page.;;;
1833/03/23;12;1833;1633;204;BELLES-LETTRES;Introduction et Langues;Polonais;Praktyczna Francuzka Grammatika za promoca, ktorey nowym i bardzo łatwym sposobem, a to w Krótkim czasie, po francuzku gruntownie nauczyé sie mozna. Ulozona dla niemcow pkzez Jana Walentego Meidingera.;Jan Walenty Meidinger;;;;;26 2/3;;640;;in-12;;;;;;;;;;;;;;;;;;Mme veuve Guichard;Avignon;;;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1638;221;BELLES-LETTRES;Théâtre;Français;L'ambigu littéraire. Chronique du Théâtre des passe-tems dramatiques. Programme du spectacle. Samedi 23 mars. Première année.;J. Hilpert;;;;;0 1/2;;4;;in-4°;100;;;;;;;;;;;;;;;;;Fournier;Paris;;;;;;;;;;;;;;;;;;;Signé: J. Hilpert. Tiré à 100 : les deux premiers articles de la collection ont été annoncés sous les n. 116 et 741.;;;
1833/03/30;13;1833;1644;232;BELLES-LETTRES;Mythologie et Fables;Français;Bibliothèque populaire, ou l'Instruction mise à la portée de toutes les classes et de toutes les intelligences. Mythologie grecque et romaine.;A. Boime-Simon;;;;;3;;108;;in-18;;;;;;;;;;;;;;;;;;Ducessois;Paris;Paris, rue et place St-André-des-Arts, n. 30;;;;;;;;;;;;;;;;;;27e volume de la collection.;;;
1833/03/30;13;1833;1646;211;BELLES-LETTRES;Poétique et Poésie;Français;Boutade anti-romantique, en vers à la vapeur.;Tarabiscot, menuisier;Pseudonyme masculin;Autres;;;2;;32;;in-8°;;;;;1,50;;;;;;;;;;;;;David;Paris;Paris, rue des Fossés-du-Temple, n. 43;Lebon, peintre-artiste;;;;;;;;;;;;;;;;;En vers alexandrins.;;;
1833/03/30;13;1833;1647;219;BELLES-LETTRES;Théâtre;Français;"Le cadet de famille. Vaudeville en un acte; représenté sur le théâtre du Palais-Royal le 23 février 1833.";"M. Emile Vander-Burch;M. Brunswick";Collectif;;;;2 1/4;;36;;in-8°;;;;;;;;;;;;;;;;;;Chassaignon;Paris;Paris, boulevart St-Martin, n. 12;Marchant;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1648;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;"Calembours nouveaux et inédits, débités sur les divers théâtres de la capitale par MM. Legrand, Vernet, Odry, Brunet, Arnal et autres artistes; publiées par Hardy et Gallet.";"M. Legrand;M. Vernet;M. Odry;M. Brunet;M. Arnal;autres artistes";"Compilation;Collectif";Beaux-Arts;;"M. Hardy;M. Gallet";0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Chassaignon;Paris;Paris, rue du Temple, n. 5;Hardy;Paris, rue des Fossés-du-Temple, n. 45;Gallet;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1656;214;BELLES-LETTRES;Poétique et Poésie;Français;Chant dédié à la société des droits de l'homme (et deux autres chansons).;;Anonyme;;;;0 1/6;;4;;in-12;;;;;;;;;;;;;;;;;;Sétier;Paris;Paris, rue de Grenelle-St-Honoré, n. 29;Adolphe R.....;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1658;213;BELLES-LETTRES;Poétique et Poésie;Français;Couplets à l'occasion d'un repas donné par M. Dodin aux charpentiers.;J. Lance;;;;;0 1/8;;2;;in-8°;;;;;;;;;;;;;;;;;;Sétier;Paris;;;;;;;;;;;;;;;;;;;Signé: J. Lance.;;;
1833/03/30;13;1833;1675;228;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Dictionnaire philosophique. Tomes I et II. (A-App.);Voltaire;Pseudonyme;;;;14;;504;2;in-18;;;;;0,65;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue St-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;Prix de chaque volume : 0-65. Livraisons 199 bis et 200 bis de la Bibliothèque des amis des lettres.;;;
1833/03/30;13;1833;1676;204;BELLES-LETTRES;Introduction et Langues;Français;Élémens de la grammaire française. Par M. Lhomond. Nouvelle édition, augmentée, à laquelle on a joint le complément de ces élémens, récemment publié sous ce titre : Exercices sur les modifications du verbe, etc., par M. Grigy.;"M. Lhomond;M. Grigy";Compilation;;;;3 5/6;;92;;in-12;;;;dos de parchemin;0,50;;;;;;;;;;;;;Kleffer;Versailles;Paris;Garnier;;;;;;;;;;;;;;;;;Prix du tout, à dos de parchemin : 0-50. Les Exercices, etc., par M. Grigy, ont leur pagination particulière, et se vendent séparément : 0-35.;;;
1833/03/30;13;1833;1677;204;BELLES-LETTRES;Introduction et Langues;Français;Élémens de la grammaire française. Nouvelle édition, augmentée d'un nouveau traité élémentaire d'arithmétique, etc.;M. Lhomond;;;;;5;;120;;in-12;;;;;;;;;;;;;;;;;;Chaillot aîné;Avignon;;;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1688;223;BELLES-LETTRES;Romans et Contes;Français;La fiancée de l'exilé.;Mme Eugénie Foa;Nom féminin;Épouse;;;29;;464;;in-8°;;;;;7,50;;;;;;;;;;;;;Leclaire;St-Denis;Paris, galerie Véro-Dodat, n. 1;Vimont;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1689;210;BELLES-LETTRES;Poétique et Poésie;Français;Fragmens de poésie, dédiés à S. A. R. MADAME, duchesse de Berri, en sa prison de Blaye.;A. S. Saint-Valry;;;;;8;;288;;in-18;;;;;5,0;;;;;;;;;;;;;Dentu;Paris;Paris;Dentu;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1690;204;BELLES-LETTRES;Introduction et Langues;Français;Grammaire française théorique et pratique, par demandes et par réponses. Seconde édition.;A. Stévenin, curé de Guincourt (Ardennes);;"Contexte géographique;Religion";;;25 3/4;;618;2;in-12;;;;;;;;;;;;;;;;;;Dupont;Paris;;;;;;;;;;;;;;;;;;;Voyez n. 730.;;;
1833/03/30;13;1833;1694;220;BELLES-LETTRES;Théâtre;Français;"Ibrahim, ou le Trône et la fiancée. Drame en trois actes et six tableaux; représenté sur le théâtre de l'Amibgu-Comique le 26 février 1833.";M. Laurencin;;;;;4;;64;;in-8°;;;;;2,0;;;;;;;;;;;;;Lottin de St-Germain;Paris;Paris, boulevart Saint-Martin, n. 12;Marchant;Paris;Barba;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1696;212;BELLES-LETTRES;Poétique et Poésie;Français;Italia. Dithyrambe.;C. Famin;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Pinard;Paris;;;;;;;;;;;;;;;;;;;En vers français. Extrait de la France littéraire, journal mensuel, qui date de janv. 1832.;;;
1833/03/30;13;1833;1698;223;BELLES-LETTRES;Romans et Contes;Français;La léthargique.;Lesèque;;;;;25;;600;3;in-12;;;;;9,0;;;;;;;;;;;;;Mme veuve Poussin;Paris;Paris, quai des Augustins;Lecointe et Pougin;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1700;218;BELLES-LETTRES;Théâtre;Français;Les malheurs d'un amant heureux, ou le nouvel Homme à bonnes fortunes. Comédie-vaudeville en deux actes, représentée sur le théâtre du Gymnase-Dramatique le 29 janvier 1833.;M. Scribe;;;;;5;;80;;in-8°;;;;;1,0;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris;Pollet;;;;;;;;;;;;;;;;;Représentée sur le théâtre du Gymnase-Dramatique le 29 janvier 1833.;;;
1833/03/30;13;1833;1705;223;BELLES-LETTRES;Romans et Contes;Français;Nos premiers beaux jours.;Eugène L'Héritier;;;;;44 3/4;;716;2;in-8°;;;;;15,0;;;;;;;;;;;;;Guiraudet;Paris;Paris, rue Gît-le-Cœur, n. 4;Moutardier;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1711;231;BELLES-LETTRES;Polygraphes;Français;Œuvres choisies de Boufflers, précédées d'une Notice historique.;Boufflers;;;;;6 7/9;;244;;in-18;;;;;0,65;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue St-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;Livraison 198 bis de la Bibliothèque des amis des lettres.;;;
1833/03/30;13;1833;1712;209;BELLES-LETTRES;Poétique et Poésie;"Français;Latin";Œuvres de J. Delille, avec les notes de MM. Parseval-Grandmaison, de Feletz, de Choiseul-Gouffier, Aimé-Martin, Descuret, etc. Première livraison.;J. Delille;"Collectif;Nom féminin;Compilation";Épouse;J. Delille;"M. Parseval-Grandmaison;M. de Feletz;M. de Choiseul-Gouffier;M. Aimé-Martin;M. Descuret;Mme Woillez";28 3/4;;460;;grand in-8°;;un portrait;1;;5,0;;;;;;;;;;;;;F. Didot;Paris;Paris, rue de l'Eperon, n. 6;Lefèvre;;;;;;;;;;;;;;;;;"Prix de la livraison : 5-0. Imprimé sur deux colonnes. L'ouvrage formera un seul volume in-8°, que complètera une seconde livraison. La première comprend : une Notice sur J. Delille, par Mme Woillez; les Jardins, l'Homme des champs, Malheur et pitié, l'Imagination, les trois Règnes, la Conversation, les Géorgiques (avec le texte latin au bas des pages), les trois premiers livres et le commencement du quatrième de l'Enéide (avec le texte latin au bas des pages).";;;
1833/03/30;13;1833;1715;230;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Ordonnance de M. Carême.;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Peletingeas;Bordeaux;;;;;;;;;;;;;;;;;;;Facétie en forme d'affiches, et imprimée d'un seul côté.;;;
1833/03/30;13;1833;1717;223;BELLES-LETTRES;Romans et Contes;Français;Par ma faute.;l'auteur de la Famille d'un condamné;Pseudonyme;Métiers du livre;;;41 1/4;;660;2;in-8°;;;;;15,0;;;;;;;;;;;;;Barbier;Paris;Paris, galerie Véro-Dodat, n. 1;Vimont;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1718;224;BELLES-LETTRES;Romans et Contes;Français;Paul Guy, l'ouvrier. Première série des Contes de l'enfer.;Edmond Arnould;;;;;24 2/3;;592;3;in-12;;;;;10,0;;;;;;;;;;;;;Everat;Paris;Paris, quai des Augustins, n. 37;Abel Ledoux;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1721;216;BELLES-LETTRES;Poétique et Poésie;Français;La poire pour la soif.;J. Charrel;;;;;0 1/4;;2;;in-4°;;;;;;;;;;;;;;;;;;Perret;Lyon;;;;;;;;;;;;;;;;;;;Chanson mêlée de prose. Signé : J. Charrel.;;;
1833/03/30;13;1833;1726;213;BELLES-LETTRES;Poétique et Poésie;Français;Profession de foi. Par un membre de la société des droits de l'homme (suivi de la Versaillaise, chanson patriotique, chantée sur différents théâtres : 1792).;un membre de la société des droits de l'homme;"Pseudonyme;Compilation";Opinion politique;;;0 1/6;;4;;in-12;;;;;;;;;;;;;;;;;;Sétier;Paris;Paris, rue de Grenelle-St-Honoré, n. 29;Adolphe R.....;;;;;;;;;;;;;;;;;Voyez n. 548.;;;
1833/03/30;13;1833;1729;224;BELLES-LETTRES;Romans et Contes;Français;Quand j'étais jeune. Souvenirs d'un vieux.;P. L. Jacob, bibliophile, membre de toutes les académies;Pseudonyme;"Métiers du livre;Sociétés savantes";;;45 1/2;;728;2;in-8°;;;;;15,0;;;;;;;;;;;;;Cosson;Paris;Paris;Renduel;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1738;218;BELLES-LETTRES;Théâtre;Français;"Reine, cardinal et page. Comédie en un acte, mêlée de chants; représentée sur le théâtre national du Vaudeville le 3 décembre 1832.";M. Ancelot;;;;;2 5/8;;42;;in-8°;;;;;1,50;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris, rue de Richelieu;Dondey-Dupré;;;;;;;;;;;;;;;;;(1832.);;;
1833/03/30;13;1833;1741;214;BELLES-LETTRES;Poétique et Poésie;Français;Résolution d'un chiffonnier.;;Anonyme;;;;0 1/8;;2;;in-8°;;;;;;;;;;;;;;;;;;Sétier;Paris;;;;;;;;;;;;;;;;;;;Neuf quatrains.;;;
1833/03/30;13;1833;1745;219;BELLES-LETTRES;Théâtre;Français;"Santeul, ou le Chanoine au cabaret. Vaudeville en un acte; représenté sur le théâtre du Palais-Royal le 11 mars 1833.";"M. Brazier de Villeneuve;M. Charles";"Collectif;Pseudonyme masculin";;;;2 1/4;;36;;in-8°;;;;;1,50;;;;;;;;;;;;;David;Paris;Paris;J. N. Barba;;;;;;;;;;;;;;;;;C'est la seconde fois que Santeul paraît sur la scène. Feu Piis avait donné, en 1796, au théâtre du Vaudeville, Santeuil et Dominique.;;;
1833/03/30;13;1833;1746;213;BELLES-LETTRES;Poétique et Poésie;Français;Signalement, de l'auteur Belissant (et trois autres chansons).;l'auteur Belissant;;;;;0 1/3;;8;;in-12;;;;;;;;;;;;;;;;;;Chausseblanche;St-Cloud;;;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1754;229;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Les trois plagiaires, membres de l'athénée des arts, dévoilés. Lu à l'athénée.;M. Chavard, auteur de l'Eloge des femmes;;Métiers du livre;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Guiraudet;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1756;224;BELLES-LETTRES;Romans et Contes;Français;Une faute.;l'auteur des Scènes du grand monde, d'Elisa Rivers, des Épreuves de Marguerite Lyndsay, d'Osmond, du Mariage du grand monde;Pseudonyme;Métiers du livre;;;41 1/4;;660;2;in-8°;;;;;15,0;;;;;;;;;;;;;Béthune;Paris;Paris, rue de l'Abbaye, n. 14;Thoisnier-Desplaces;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1762;216;BELLES-LETTRES;Poétique et Poésie;Allemand;"Die Bücher des Polnischen volkes und der Polnischen pilgerfahrt; aus dem Polnischen des Mickiewicz übersetzt von P. J. H. Gauger. (Les Livres du peuple polonais, et du pélerinage de Pologne; traduit du polonais, de Mickiewicz, par P. J. H. Gauger.)";Mickiewicz;;;P. J. H. Gauger;;5 5/12;;130;;in-12;;;;;;;;;;;;;;;;;;Smith;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1763;216;BELLES-LETTRES;Poétique et Poésie;Allemand;Gesänge aus den dramatischen szenen das Volk. Von Harro Harring. (Chants des scènes dramatiques : le Peuple. Par Harro Harring.);Harro Harring;;;;;0 1/6;;4;;in-12;;;;;;;;;;;;;;;;;;Schuler;Strasbourg;;;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1767;216;BELLES-LETTRES;Poétique et Poésie;Espagnol;Ensayos poéticos de V. P.;V. P.;Anonyme;;;;2 1/2;;90;;in-18;;;;;;;;;;;;;;;;;;Decourchant;Paris;;;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1770;207;BELLES-LETTRES;Rhétorique et Eloquence;Latin;"Marci Tullii Ciceronis Philippica XIII in Marcum Antonium, cum argumento, summariis notisque gallicis; ad usum scholarum.";Cicéron;;;;;1 5/12;;34;;in-12;;;;;1,0;;;;;;;;;;;;;Aug. Delalain;Paris;Paris, rue des Mathurins;Aug. Delalain;;;;;;;;;;;;;;;;;;;;
1833/03/30;13;1833;1771;207;BELLES-LETTRES;Poétique et Poésie;"Français;Latin";"Le Moretum. Poëme de Virgile, traduit en vers français, et suivi de notes ; par F. P. de Saint-Ferréol.";Virgile;;;F. P. de Saint-Ferréol;F. P. de Saint-Ferréol;2;;72;;in-18;;;;;;;;;;;;;;;;;;Crapelet;Paris;Paris;Delaunay;Paris;Causette;;;;;;;;;;;;;;;Le texte est en regard.;;;
1833/04/06;14;1833;1776;211;BELLES-LETTRES;Poétique et Poésie;Français;A Victor Hugo.;A. de Beauchesne;;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Béthune;Paris;;;;;;;;;;;;;;;;;;;Signé : A. de Beauchesne. Pièce de vers, extraite de la Chronique de France.;;;
1833/04/06;14;1833;1777;209;BELLES-LETTRES;Poétique et Poésie;Français;Ali-Pacha et Vasiliki. Poëme.;Prosper Poitevin;;;;;4 3/4;;76;;in-8°;;;;;3,0;;;;;;;;;;;;;Poussielgue;Paris;Paris;Alex. Mesnier;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1782;224;BELLES-LETTRES;Romans et Contes;Français;Les bariolés.;Pascal Thorre;;;;;47 3/4;;764;2;in-8°;;;;;15,0;;;;;;;;;;;;;Plassan;Paris;Paris, rue Hautefeuille, n. 30;Delongchamps;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1783;224;BELLES-LETTRES;Romans et Contes;Français;Bellegarde, ou l'Enfant indien adopté. Histoire canadienne, traduite de l'anglais, avec une introduction, par Ph. Chasles.;;Anonyme;;Philippe Chasles;Philippe Chasles;40;;640;2;in-8°;;;;;15,0;;;;;;;;;;;;;Everat;Paris;Paris, rue St-Germain-des-Prés, n. 9;Charles Gosselin;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1784;224;BELLES-LETTRES;Romans et Contes;Français;Caliban.;deux ermites de Ménilmontant, rentrés dans le monde.;"Pseudonyme masculin;Pseudonyme collectif";"Contexte géographique;Autres";;;51 1/4;;820;2;in-8°;;2 vignettes;2;;15,0;;;;;;;;;;;;;Cosson;Paris;Paris, rue Vivienne, n. 16;Denain;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1786;221;BELLES-LETTRES;Théâtre;Français;Le Centenaire. Roman historique et dramatique en six époques. L'ancien Régime. - La Révolution. - La République. - L'Empire. - La Restauration. - La grande Semaine.;E. Jouy, de l'académie française;;"Sociétés savantes;Contexte géographique";;;40 1/4;;644;2;in-8°;;;;;15,0;;;;;;;;;;;;;Mme veuve Poussin;Paris;Paris, rue Thiroux, n. 8;Silvestre;Paris, rue et hôtel Mignon, n. 2;Baudouin;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1787;209;BELLES-LETTRES;Poétique et Poésie;Français;Chanson sur les saints-simoniens.;;Anonyme;;;;0 1/8;;2;;in-8°;;;;;;;;;;;;;;;;;;Duviella;Bordeaux;;;;;;;;;;;;;;;;;;;Sept couplets.;;;
1833/04/06;14;1833;1788;213;BELLES-LETTRES;Poétique et Poésie;Français;Chansonnier normand, pour 1833, publié par les rédacteurs du Momus normand. Première année.;;"Pseudonyme collectif;Compilation";Métiers du livre;;les rédacteurs du Momus normand;5 1/3;;192;;in-18;;;;;;;;;;;;;;;;;;Noblet;Cherbourg;;;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1796;228;BELLES-LETTRES;Philologie, Critique, Mélanges;Français;Dictionnaire philosophique. Tome III. (AR-AV.);Voltaire;Pseudonyme;;;;7;;252;;in-18;;;;;0,65;;;;;;;;;;;;;Marchand-Dubreuil;Paris;Paris, rue St-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;Prix de chaque volume : 0-65. Livraison de 201 bis de la Bibliothèque des amis des lettres.;Référencé par erreur sous le numéro 1796 dans la table systématique (JBM).;;
1833/04/06;14;1833;1798;228;BELLES-LETTRES;Romans et Contes;Français;Contes de toutes les couleurs. Tome VII.;;Anonyme;;;;26 3/4;;428;;in-8°;;;;;7,50;;;;;;;;;;;;;Duverger;Paris;Paris;Fournier jeune;;;;;;;;;;;;;;;;;En tête de la première page du texte, on lit : Le Salmigondis. C'est l'intitulé des trois premiers volumes.;;;
1833/04/06;14;1833;1801;206;BELLES-LETTRES;Introduction et Langues;Français;Cours théorique et pratique de la langue anglaise. Septième livraison (et huitième).;Robertson;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Fain;Paris;Paris, rue du Bouloy, n. 7;Lance;;;;;;;;;;;;;;;;;Prix de chaque feuille séparément : 1-0. Fait partie d'une réimpression du Robertson's magazine, ou Journal grammatical et littéraire de la langue anglaise. Cette réimpression, dans laquelle on a supprimé la partie littéraire, formera un volume in-8°, du prix, pour les souscripteurs, de 8,0.;;;
1833/04/06;14;1833;1801;206;BELLES-LETTRES;Introduction et Langues;Français;Cours théorique et pratique de la langue anglaise. Neuvième livraison (et dixième).;Robertson;;;;;1 1/2;;24;;in-8°;;;;;;;;;;;;;;;;;;Fain;Paris;Paris, rue du Bouloy, n. 7;Lance;;;;;;;;;;;;;;;;;Prix de chaque feuille séparément : 1-0. Fait partie d'une réimpression du Robertson's magazine, ou Journal grammatical et littéraire de la langue anglaise. Cette réimpression, dans laquelle on a supprimé la partie littéraire, formera un volume in-8°, du prix, pour les souscripteurs, de 8,0.;;;
1833/04/06;14;1833;1802;224;BELLES-LETTRES;Romans et Contes;Français;Le couvent de los Ayudos.;Jean Pierre;;;;;35;;840;4;in-12;;;;;12,0;;;;;;;;;;;;;Béthune;Paris;Paris, rue de Provence, n. 56;Delange-Taffin;Paris;Thoisnier-Desplaces;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1803;210;BELLES-LETTRES;Poétique et Poésie;Français;Cyprès et palmistes. Poésies historiques.;M. Poirié St Aurèle (de la Guadeloupe);;Contexte géographique;;;15 1/4;;244;;in-8°;;;;;;;;;;;;;;;;;;Guiraudet;Paris;Paris, Palais-Royal;Gosselin;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1814;211;BELLES-LETTRES;Poétique et Poésie;Français;Éloge de Florian. Pièce qui a partagé le prix de poésie au concours de l'académie royale du Gard, en 1832.;M. Viancin;;;;;2 3/4;;44;;in-8°;;;;;1,25;;;;;;;;;;;;;Ste-Agathe;Besançon;;;;;;;;;;;;;;;;;;;Au profit d'une famille malheureuse.;;;
1833/04/06;14;1833;1815;223;BELLES-LETTRES;Romans et Contes;Français;L'enfant de ma femme.;Ch. Paul de Kock;;;;;18;;432;2;in-12;;;;;;;;;;;;;;;;;;Lachevardière;Paris;Paris;Gustave Barba;;;;;;;;;;;;;;;;;Les faux-titres portent : Oeuvres complètes de Ch. Paul de Kock, tomes I et II.;;;
1833/04/06;14;1833;1824;220;BELLES-LETTRES;Théâtre;Français;"Le garçon parfumeur. Vaudeville en un acte; représenté sur le théâtre des Folies-Dramatiques le 29 janvier 1833.";MM. Cogniard frères;Collectif;Liens familiaux;;;0 1/4;;8;;in-16;;;;;;;;;;;;;;;;;;Chassaignon;Paris;Paris, rue du Temple, n. 5;Hardy;;;;;;;;;;;;;;;;;Contient 11 couplets extraits du n. 1115.;;;
1833/04/06;14;1833;1825;218;BELLES-LETTRES;Théâtre;Français;"Le gardien. Comédie-vaudeville en deux actes, tirée du roman d'Indiana; représentée sur le théâtre du Gymnase-Dramatique le 11 mars 1833.";"M. Scribe;M. Bayard";Collectif;;;;4 3/4;;76;;in-8°;;;;;;;;;;;;;;;;;;Dondey-Dupré;Paris;Paris, rue du Temple, n. 36;Pollet;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1826;204;BELLES-LETTRES;Introduction et Langues;Français;Grammaire orthographique, ou Méthode très-brève pour enseigner l'orthographe des principes.;M. J. R.;Anonyme;;;;1;;24;;in-12;;;;;1,0;;;;;;;;;;;;;Borel;Valence;Romans;M. Mathieu;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1827;216;BELLES-LETTRES;Poétique et Poésie;Français;Grande scélérate de complainte du grand scélérat de coup de pi(s)tolet.;L. V., membre de la société des Droits de l'homme;Anonyme;Sociétés politiques;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Mie;Paris;Paris, rue Verdelet, n. 6;Rouanet;;;;;;;;;;;;;;;;;Signé : L. V., membre de la société des Droits de l'homme. Contient 29 couplets sur l'air du Maréchal de Saxe.;;;
1833/04/06;14;1833;1829;213;BELLES-LETTRES;Poétique et Poésie;Français;Hymne à l'Indépendance (et hymne à l'être suprême. Offrande à la liberté).;;Anonyme;;;;0 1/4;;4;;in-8°;;;;;;;;;;;;;;;;;;Mie;Paris;Paris, rue Verdelet, n. 6;Rouanet;;;;;;;;;;;;;;;;;Trois pièces en strophes ou couplets, connues depuis trente-neuf ou quarante ans.;;;
1833/04/06;14;1833;1830;224;BELLES-LETTRES;Romans et Contes;Français;Infortunes conjugales, ou Trois maris.;M. Droz-Desvoyes;;;;;2 1/2;;40;;in-8°;;;;;7,50;;;;;;;;;;;;;Guiraudet;Paris;Paris, rue Gît-le-Cœur, n. 4;Moutardier;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1835;211;BELLES-LETTRES;Poétique et Poésie;Français;Le Juvénal français. Première. Aux frondeurs de l'époque.;Lesèque;;;;;1;;16;;in-8°;;;;;;;;;;;;;;;;;;Mme veuve Poussin;Paris;Paris, quai Pelletier, n. 32;chez l'auteur;;;;;;;;;;;;;;;;;Plus la couverture.;;;
1833/04/06;14;1833;1843;212;BELLES-LETTRES;Poétique et Poésie;Français;Ma pensée sur les chansons de P. J. de Béranger.;Sardat;;;;;0 1/2;;8;;in-8°;;;;;;;;;;;;;;;;;;Charvin;Lyon;;;;;;;;;;;;;;;;;;;"En prose ; signé : Sardat.";;;
1833/04/06;14;1833;1850;220;BELLES-LETTRES;Théâtre;Français;"Mon oncle Thomas. Pièce en cinq actes, mêlée de couplets; représentée sur le théâtre des Folies-Dramatiques le 12 juin 1832.";"M. Masson;M. Charles";"Collectif;Pseudonyme masculin";;;;0 1/4;;8;;in-16;;;;;;;;;;;;;;;;;;Chassaignon;Paris;Paris, rue du Temple, n. 5;Hardy;;;;;;;;;;;;;;;;;Contient 14 couplets extraits du n. 3334 de 1832.;;;
1833/04/06;14;1833;1858;205;BELLES-LETTRES;Introduction et Langues;Français;"Nouveau vocabulaire de la langue française, extrait du dictionnaire de l'Académie et des meilleurs auteurs modernes ; contenant tous les mots usités, ceux des arts et sciences ; leurs définitions, leurs différentes acceptions et leur prononciation figurée ; augmenté des étymologies de tous les mots dérivés des langues anciennes et modernes, pour faciliter l'intelligence de la langue française.";Lambert-Gentot;;;;;55;;880;;in-8°;;;;;;;;;;;;;;;;;;Lambert-Gentot;Lyon;Lyon;Lambert-Gentot;;;;;;;;;;;;;;;;;;;;
1833/04/06;14;1833;1861;232;BELLES-LETTRES;Polygraphes;Français;Oeuvres complètes de Buffon, augmentées d'articles supplémentaires sur divers animaux qui n'étaient point connus de Buffon. Par M. le baron Cuvier. Tome XLIV.;"M. le baron Cuvier;Buffon";Compilation;Noblesse;;;7;;252;;in-18;;;;;0,65;;;;;;;;;;;;;Dupont;Paris;Paris, rue St-Jacques, n. 131;Hiard;;;;;;;;;;;;;;;;;25e livraison de l'édition.;;;
