Année;Livraison;Date;Numéro;Page;Catégorie;Sous-Catégorie;Langue;Titre;Auteur;Identifiant auteur;Identifiant ouvrage;Posture;Affichage identitaire;Traducteur;Identifiant traducteur;Para-auteur;Identifiant para-auteur;Nb de feuilles;Fraction;Nombre de pages;Volumes;Calcul;Format;Tirage 1;Illustration 1;Nombre d'illustrations 1;Type de papier 1;Prix 1;Tirage 2;Illustration 2;Nombre d'illustrations 2;Type de papier 2;Prix 2;Tirage 3;Illustration 3;Nombre d'illustrations 3;Type de papier 3;Prix 3;Tirage 4;Type de papier 4;Tirage 5;Type de papier 5;Tirage 6;Type de papier 6;Tirage 7;Type de papier 7;Tirage 8;Type de papier 8;Tirage 9;Type de papier 9;Edition;Lieu d'édition;Impression;Lieu d'impression;Librairie 1;Lieu de vente 1;Librairie 2;Lieu de vente 2;Librairie 3;Lieu de vente 3;Librairie 4;Lieu de vente 4;Librairie 5;Lieu de vente 5;Librairie 6;Lieu de vente 6;Librairie 7;Lieu de vente 7;Librairie 8;Lieu de vente 8;Librairie 9;Lieu de vente 9;Commentaires des bibliographes contenus dans la notice;Notes (e-BdF);Unnamed: 75;Unnamed: 76;Unnamed: 77;Unnamed: 78;Unnamed: 79;Unnamed: 80;Unnamed: 81;Unnamed: 82;Unnamed: 83;Unnamed: 84;Unnamed: 85;Unnamed: 86;Unnamed: 87;Unnamed: 88;Unnamed: 89;Dernier lien de recherche;Ouvrage_prédit;Auteur_prédit;Autre_auteur_prédit
1824;51;1824/12/18;6788;220;BELLES-LETTRES;Romans et Contes;Anglais;Redgauntlet, roman du dix-huitième siècle. Œuvres complètes de sir Walter Scott;sir Walter Scott;http://ark.bnf.fr/ark:/12148/cb11924221r;http://ark.bnf.fr/ark:/12148/cb313392638;;Noblesse;;;;;57;1/4;1374;2;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rignoux;Paris;Ch. Gosselin;Paris;;;;;;;;;;;;;;;;;"""Les faux-titres portent : Œuvres complètes de sir Walter Scott (Tomes 37 et 38).""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Redgauntlet&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Scott&mots3=NRC;0;1;Rignoux+Gosselin&mots4=ALL;0;1;+roman+du+dix-huitième+siècle.+Œuvres+complètes+de+sir+Walter+Scott&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb48637002m , https://catalogue.bnf.fr/ark:/12148/cb31339781k;Scott, Walter (1771-1832) [ https://catalogue.bnf.fr/ark:/12148/cb11924221r ];
1824;51;1824/12/18;6789;219;BELLES-LETTRES;Romans et Contes;Français;Le Corse;Dinocourt;http://ark.bnf.fr/ark:/12148/cb14586087k;http://ark.bnf.fr/ark:/12148/cb30343599q;;;;;;;48;1/6;1156;4;24;in-12;;4 planches;4;;;;;;;;;;;;;;;;;;;;;;;;;;;Lebel;Paris;Tenon;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Le+Corse&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Dinocourt&mots3=NRC;0;1;Lebel+Tenon&mots4=ALL;0;1;&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30343599q;Dinocourt, Théophile (1791-1862) [ https://catalogue.bnf.fr/ark:/12148/cb14586087k ];
1824;51;1824/12/18;6800;222;BELLES-LETTRES;Romans et Contes;Français;Contes et conseils à mon fils, imités librement de Kotzebue;P. J. Charrin;http://ark.bnf.fr/ark:/12148/cb118962325;;;;;;;;35;1/4;846;3;24;in-12;;11 gravures;11;;10;;;;;;;;;;;;;;;;;;;;;;;;;Belin;Paris;Béchet aîné;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Contes+et+conseils+à+mon+fils&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Charrin&mots3=ALL;0;1;+imités+librement+de+Kotzebue&facDocs=a&&pageRech=rav";;;
1824;52;1824/12/25;6803;211;BELLES-LETTRES;Théâtre;Français;Œuvres de Molière, avec un commentaire, un discours préliminaire et une vie de Molière. Par M. Auger, de l'académie française. Tome VIII;Molière;;;Pseudonyme;"Sociétés savantes;Contexte géographique";;;Auger, de l'académie française;;29;1/2;472;;16;in-8°;;2 planches;2;Papier fin satiné;10;;;;Papier vélin;18;;figures avant la lettre;;Grand-raisin vélin;30;;;;;;;;;;;;;;;F. Didot;Paris;Madame veuve Desoër;Paris;;;;;;;;;;;;;;;;;"""Ce volume contient le Bourgeois gentilhomme, Psyché, les Fourberies de Scapin.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+de+Molière&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Molière&mots3=NRC;0;1;Didot+Desoër&mots4=ALL;0;1;+avec+un+commentaire,+un+discours+préliminaire+et+une+vie+de+Molière.+Par+M.+Auger,+de+l'académie+française.+Tome+VIII&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb309581454 , https://catalogue.bnf.fr/ark:/12148/cb30958144s , https://catalogue.bnf.fr/ark:/12148/cb355303905 , https://catalogue.bnf.fr/ark:/12148/cb30958152d , https://catalogue.bnf.fr/ark:/12148/cb32457652z , https://catalogue.bnf.fr/ark:/12148/cb30958158g , https://catalogue.bnf.fr/ark:/12148/cb309581512 , https://catalogue.bnf.fr/ark:/12148/cb35570920g , https://catalogue.bnf.fr/ark:/12148/cb309581214;Molière (1622-1673) [ https://catalogue.bnf.fr/ark:/12148/cb11916418p ];
1824;52;1824/12/25;6808;226;BELLES-LETTRES;Polygraphes;Français;Œuvres de J. F. Ducis. Classiques français, ou Bibliothèque portative de l'amateur, composée des chefs-d'œuvre en prose et en vers des meilleurs auteurs, et ornée de portraits;J. F. Ducis;http://ark.bnf.fr/ark:/12148/cb11900910n;http://ark.bnf.fr/ark:/12148/cb30365196g;;;;;;;30;11/16;1964;5;64;in-32;;1 portrait;1;;15;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;Debure;Paris;;;;;;;;;;;;;;;;;"""Les couvertures imprimées portent : Classiques français, ou Bibliothèque portative de l'amateur, composée des chefs-d'œuvre en prose et en vers des meilleurs auteurs, et ornée de portraits. 
La collection, qui ne devait avoir que 60 volumes, en aura 100. Chaque ouvrage se vend séparément.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+de+J&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Ducis&mots3=ALL;0;1;+ou+Bibliothèque+portative+de+l'amateur,+composée+des+chefs-d'œuvre+en+prose+et+en+vers+des+meilleurs+auteurs,+et+ornée+de+portraits++F.+Ducis.+Classiques+français&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30365196g , https://catalogue.bnf.fr/ark:/12148/cb31602404h , https://catalogue.bnf.fr/ark:/12148/cb31602398d;Ducis, Jean-François (1733-1817) [ https://catalogue.bnf.fr/ark:/12148/cb11900910n ];Auger, Louis-Simon (1772-1829) [ https://catalogue.bnf.fr/ark:/12148/cb12516826v ]
1824;52;1824/12/25;6809;210;BELLES-LETTRES;Théâtre;Français;Bibliothèque dramatique, ou Répertoire universel du théâtre français, avec des remarques, des notices et l'examen de chaque pièce. Par MM. Ch. Nodier, P. Lepeintre, L. Thiessé, A. Lesourd et L. Cassel. Auteurs du XVIIIe siècle. Tome XXXI. (Beaumarchais, tome Ier), et tome XXXVI, (Mercier, tome II).;"Beaumarchais;Mercier";"http://ark.bnf.fr/ark:/12148/cb118908133;http://ark.bnf.fr/ark:/12148/cb11915633w";"http://ark.bnf.fr/ark:/12148/cb317815391;http://ark.bnf.fr/ark:/12148/cb30928681r";"Compilation;Collectif";;;;"Ch. Nodier;P. Lepeintre;L. Thiessé;A. Lesourd;L. Cassel";"http://ark.bnf.fr/ark:/12148/cb11917781h;http://ark.bnf.fr/ark:/12148/cb14517847b;http://ark.bnf.fr/ark:/12148/cb15046101r;http://ark.bnf.fr/ark:/12148/cb102202594;[Cassel, L.]";61;;976;2;16;in-8°;;portrait de Beaumarchais;1;Papier d'Annonay superfin;8,5;;;;Papier grand-raisin vélin;20;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;Mme Dabo-Butschert;Paris ;;;;;;;;;;;;;;;;;"""Prix pour chaque volume.
Ces deux volumes sont les X et XI dans l'ordre de publication, et forment la 7e livraison.
Le volume XXXI, daté de 1824, ne porte les noms que des quatre premiers éditeurs, et l'adresse de madame Ve Dabo. Il contient une Notice sur Beaumarchais, Eugénie, les deux Amis, le Barbier de Séville, avec notice et examen.
Le volume XXXVI porte le millésime de 1825, et les noms et adresse, transcrits dans l'annonce ci-dessus. Il contient l'Indigent, la Brouette du vinaigrier, l'Habitant de la Guadeloupe, la Maison de Molière, avec notice ou examen.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Bibliothèque+dramatique&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Beaumarchais+Mercier&mots3=NRC;0;1;Didot+Dabo-Butschert&mots4=ALL;0;1;+ou+Répertoire+universel+du+théâtre+français,+avec+des+remarques,+des+notices+et+l'examen+de+chaque+pièce.+Par+MM.+Ch.+Nodier,+P.+Lepeintre,+L.+Thiessé,+A.+Lesourd+et+L.+Cassel.+Auteurs+du+XVIIIe+siècle.+Tome+XXXI.+Beaumarchais,+tome+Ier,+et+tome+XXXVI,+Mercier,+tome+II.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30794196j;Lepeintre-Desroches, Pierre-Marie-Michel (1782-1847) [ https://catalogue.bnf.fr/ark:/12148/cb14517847b ];
1824;52;1824/12/25;6810;226;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes d’Etienne Jouy, de l'académie française, avec des éclaircissemens et des notes. Tomes VI et XXI.;Etienne Jouy, de l'académie française;http://ark.bnf.fr/ark:/12148/cb12055478q;http://ark.bnf.fr/ark:/12148/cb30665173b;;"Sociétés savantes;Contexte géographique";;;;;39;;624;2;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;J. Didot aîné;Paris;J. Didot aîné;Paris;Bossange père;Paris;Pillet aîné;Paris;Aimé André;Paris;chez l'auteur;Paris, rue des Trois-Frères, n. 11;;;;;;;;;"""Le tome VI est le VIe des Essais sur les mœurs (Ier de l'Hermite de la Guiane) ; le tome XXI est le 4e du Théâtre, et contient des opéras comiques, vaudevilles et parodies, au nombre de dix.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+complètes+d’Etienne+Jouy&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Jouy&mots3=NRC;0;1;Didot+aîné+Didot+aîné&mots4=ALL;0;1;+de+l'académie+française,+avec+des+éclaircissemens+et+des+notes.+Tomes+VI+et+XXI.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb43996203b , https://catalogue.bnf.fr/ark:/12148/cb30665173b;Jouy, Étienne de (1764-1846) [ https://catalogue.bnf.fr/ark:/12148/cb12055478q ];
1824;52;1824/12/25;6811;227;BELLES-LETTRES;Polygraphes;Français;Œuvres complètes de lord Byron, traduites de l'anglais. Tomes XI, XII, XIII et XV;lord Byron;http://ark.bnf.fr/ark:/12148/cb11894686q;;Anonyme;Noblesse;A. P....t;http://ark.bnf.fr/ark:/12148/cb12127349w;;;28;5/6;1038;4;36;in-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;"""Les faux-titres portent : Inédites, I, II, III, V.""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+complètes+de+lord+Byron&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Byron&mots3=NRC;0;1;Fain+Ladvocat&mots4=ALL;0;1;+traduites+de+l'anglais.+Tomes+XI,+XII,+XIII+et+XV&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb31105466x;Pichot, Amédée (1795-1877) [ https://catalogue.bnf.fr/ark:/12148/cb12127349w ];
1824;52;1824/12/25;6812;219;BELLES-LETTRES;Romans et Contes;Français;Sœur Anne;Ch. Paul de Kock;http://ark.bnf.fr/ark:/12148/cb12116503p;http://ark.bnf.fr/ark:/12148/cb306891951;;;;;;;42;1/3;1016;4;24;in-12;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;Tastu;Paris;Barba;Paris;;;;;;;;;;;;;;;;;"""(1825).""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Sœur+Anne&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Kock&mots3=NRC;0;1;Tastu+Barba&mots4=ALL;0;1;&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb306891951;Kock, Paul de (1793-1871) [ https://catalogue.bnf.fr/ark:/12148/cb12116503p ];
1824;52;1824/12/25;6813;226;BELLES-LETTRES;Polygraphes;Français;Histoire des peuples d'Italie. Tome III. Bibliothèque du dix-neuvième siècle. Tome 69;Charles Botta;http://ark.bnf.fr/ark:/12148/cb12075707f;;;;;;;;12;2/3;304;;24;in-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Lachevardière fils;Paris;Raymond;Paris;;;;;;;;;;;;;;;;;"""Le faux-titre porte : Bibliothèque du XIXe siècle. Tome 69. (V. n. 5223.)""";;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Histoire+des+peuples+d'Italie&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Botta&mots3=ALL;0;1;++Tome+III.+Bibliothèque+du+dix-neuvième+siècle.+Tome+69&facDocs=a&&pageRech=rav";;;
1824;52;1824/12/25;6818;199;BELLES-LETTRES;Poétique et Poésie;Français;"Œuvres complètes de Clément Marot ; nouvelle édition, ornée d'un beau portrait, et augmentée d'un essai sur la vie et les ouvrages de Cl. Marot, de notes historiques et critiques et d'un glossaire. Tome Ier";Clément Marot;http://ark.bnf.fr/ark:/12148/cb119146627;http://ark.bnf.fr/ark:/12148/cb30888641k;;;;;;;40;3/4;652;;16;in-8°;;portrait ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;Dondey-Dupré père;Paris;Rapilly;Paris;Dondey-Dupré père et fils;Paris;;;;;;;;;;;;;;;"""Dans l'ordre de publication, c'est le troisième volume. Il complète l'édition. """;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Œuvres+complètes+de+Clément+Marot+&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Marot&mots3=NRC;0;1;père+Rapilly&mots4=ALL;0;1;+ornée+d'un+beau+portrait,+et+augmentée+d'un+essai+sur+la+vie+et+les+ouvrages+de+Cl.+Marot,+de+notes+historiques+et+critiques+et+d'un+glossaire.+Tome+Ier++nouvelle+édition&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30888641k;Marot, Clément (1496-1544) [ https://catalogue.bnf.fr/ark:/12148/cb119146627 ];Lacroix, Paul (1806-1884) [ https://catalogue.bnf.fr/ark:/12148/cb130915095 ]
1824;52;1824/12/25;6819;215;BELLES-LETTRES;Théâtre;Français;Les Exilés de Florence, opéra en trois actes;E. D. Bernabo;http://ark.bnf.fr/ark:/12148/cb10262407r;http://ark.bnf.fr/ark:/12148/cb30089699r;;;;;;;3;1/2;56;;16;in-8°;;;;;2,5;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;Barba;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Les+Exilés+de+Florence&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Bernabo&mots3=NRC;0;1;Didot+Barba&mots4=ALL;0;1;+opéra+en+trois+actes&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb30089699r;Bernabo, E D  [ https://catalogue.bnf.fr/ark:/12148/cb10262407r ];
1824;52;1824/12/25;6820;211;BELLES-LETTRES;Théâtre;Français;"Marie, ou la pauvre fille, drame en 3 actes et en prose. Par Mme Sophie Gay ; représenté sur le premier Théâtre-Français le 9 novembre 1824";Mme Sophie Gay;http://ark.bnf.fr/ark:/12148/cb11886399h;http://ark.bnf.fr/ark:/12148/cb304915298;Nom féminin;Épouse;;;;;5;;80;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gaultier-Laguionie;Paris;Ponthieu;Paris;Barba;Paris;P. Dupont;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Marie&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Gay&mots3=NRC;0;1;Gaultier-Laguionie+Ponthieu&mots4=ALL;0;1;+ou+la+pauvre+fille,+drame+en+3+actes+et+en+prose.+Par+Mme+Sophie+Gay+;+représenté+sur+le+premier+Théâtre-Français+le+9+novembre+1824&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb304915298;Gay, Sophie (1776-1852) [ https://catalogue.bnf.fr/ark:/12148/cb11886399h ];
1824;52;1824/12/25;6821;213;BELLES-LETTRES;Théâtre;Français;"Les Bonnes d’enfans, ou une soirée aux boulevarts neufs, comédie en un acte, mêlée de couplets. Par MM. Brazier et Dumersan ; représentée sur le théâtre des Variétés le 7 novembre 1820.";"M. Brazier;M. Dumersan";"http://ark.bnf.fr/ark:/12148/cb12131229r;http://ark.bnf.fr/ark:/12148/cb12462558j";http://ark.bnf.fr/ark:/12148/cb30374660t;Collectif;;;;;;2;;32;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hocquet;Paris;Barba;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Les+Bonnes+d’enfans&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Brazier+Dumersan&mots3=NRC;0;1;Hocquet+Barba&mots4=ALL;0;1;+ou+une+soirée+aux+boulevarts+neufs,+comédie+en+un+acte,+mêlée+de+couplets.+Par+MM.+Brazier+et+Dumersan+;+représentée+sur+le+théâtre+des+Variétés+le+7+novembre+1820.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb386593414;"Brazier, Nicolas (1783-1838) [ https://catalogue.bnf.fr/ark:/12148/cb12131229r ];Dumersan, Théophile Marion (1780-1849) [ https://catalogue.bnf.fr/ark:/12148/cb12462558j ]";
1824;52;1824/12/25;6822;215;BELLES-LETTRES;Théâtre;Français;"Le Jaloux de village, ou le petit bonnet jaune, opéra-vaudeville en un acte. Par M. J. A. Jacquelin ; représenté à Paris le 22 février 1804. Deuxième édition, conforme à la représentation, et revue seulement pour le timbre des airs.";J. A. Jacquelin;http://ark.bnf.fr/ark:/12148/cb13543037b;http://ark.bnf.fr/ark:/12148/cb30640175d;;;;;;;2;1/4;36;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cordier fils;Paris;Bezou;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Le+Jaloux+de+village&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Jacquelin&mots3=NRC;0;1;Cordier+fils+Bezou&mots4=ALL;0;1;+ou+le+petit+bonnet+jaune,+opéra-vaudeville+en+un+acte.+Par+M.+J.+A.+Jacquelin+;+représenté+à+Paris+le+22+février+1804.+Deuxième+édition,+conforme+à+la+représentation,+et+revue+seulement+pour+le+timbre+des+airs.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb460245033 , https://catalogue.bnf.fr/ark:/12148/cb30640175d;Jacquelin, Jacques-André (1776-1827) [ https://catalogue.bnf.fr/ark:/12148/cb13543037b ];
1824;52;1824/12/25;6823;211;BELLES-LETTRES;Théâtre;Français;"Robin des bois, ou les trois balles, opéra-féerie en trois actes, imité du Freischutz, paroles de MM. Castil-Blaze et T. Sauvage, musique du chevalier Carl-Maria de Weber ; représenté sur le théâtre royal de l'Odéon le mardi 7 décembre 1824";"Castil-Blaze;T. Sauvage";"http://ark.bnf.fr/ark:/12148/cb13548560f;http://ark.bnf.fr/ark:/12148/cb12377112c";http://ark.bnf.fr/ark:/12148/cb301130830;Collectif;Noblesse;;;chevalier Carl-Maria de Weber;http://ark.bnf.fr/ark:/12148/cb13901052m;4;;64;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Fain;Paris;Barba;Paris;Castil-Blaze;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Robin+des+bois&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Castil-Blaze+Sauvage&mots3=NRC;0;1;Fain+Barba&mots4=ALL;0;1;+ou+les+trois+balles,+opéra-féerie+en+trois+actes,+imité+du+Freischutz,+paroles+de+MM.+Castil-Blaze+et+T.+Sauvage,+musique+du+chevalier+Carl-Maria+de+Weber+;+représenté+sur+le+théâtre+royal+de+l'Odéon+le+mardi+7+décembre+1824&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb301130830 , https://catalogue.bnf.fr/ark:/12148/cb313042983 , https://catalogue.bnf.fr/ark:/12148/cb30113085p;"Castil-Blaze (1784-1857) [ https://catalogue.bnf.fr/ark:/12148/cb13548560f ];Sauvage, Thomas (1794-1877) [ https://catalogue.bnf.fr/ark:/12148/cb12377112c ]";
1824;52;1824/12/25;6824;215;BELLES-LETTRES;Théâtre;Français;"La Prise de Tarifa, mélodrame militaire, historique, à grand spectacle, de MM. Jules et Henry ; représenté sur le théâtre du Cirque-Olympique, à Paris, le 20 novembre 1824. Seconde édition.";"M. Jules;M. Henry";"http://ark.bnf.fr/ark:/12148/cb10628856c;http://ark.bnf.fr/ark:/12148/cb10721302j";http://ark.bnf.fr/ark:/12148/cb31582683p;"Collectif;Pseudonyme masculin";;;;;;1;3/4;28;;16;in-8°;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;Chaignieau fils aîné;Paris;Duvernois;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;La+Prise+de+Tarifa&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Jules+Henry&mots3=ALL;0;1;+mélodrame+militaire,+historique,+à+grand+spectacle,+de+MM.+Jules+et+Henry+;+représenté+sur+le+théâtre+du+Cirque-Olympique,+à+Paris,+le+20+novembre+1824.+Seconde+édition.&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb41890810c , https://catalogue.bnf.fr/ark:/12148/cb418908095;"Dulong, Jules (1796-1864) [ https://catalogue.bnf.fr/ark:/12148/cb10628856c ];Henry [ https://catalogue.bnf.fr/ark:/12148/cb162988428 ]";Sergent [ https://catalogue.bnf.fr/ark:/12148/cb16300097q ]
1824;52;1824/12/25;6825;214;BELLES-LETTRES;Théâtre;Français;"La Folle pour rire, comédie en un acte, mêlée de couplets. Par MM. Ch. Hubert et Hippolyte Lev*** ; représentée sur le théâtre de la Gaîté le 9 décembre 1824.";"M. Ch. Hubert;M. Hippolyte Lev***";"http://ark.bnf.fr/ark:/12148/cb14684057b;http://ark.bnf.fr/ark:/12148/cb10505501z";http://ark.bnf.fr/ark:/12148/cb30809949r;"Collectif;Anonyme masculin";;;;;;2;;32;;16;in-8°;;;;;0,75;;;;;;;;;;;;;;;;;;;;;;;;;Hocquet;Paris;Quoy;Paris;Barba;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;La+Folle+pour+rire&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Hubert+Lev***&mots3=ALL;0;1;+comédie+en+un+acte,+mêlée+de+couplets.+Par+MM.+Ch.+Hubert+et+Hippolyte+Lev***+;+représentée+sur+le+théâtre+de+la+Gaîté+le+9+décembre+1824.&facDocs=a&&pageRech=rav";;;
1824;52;1824/12/25;6826;212;BELLES-LETTRES;Théâtre;Français;"La Haine d’une femme, ou le jeune homme à marier, comédie-vaudeville en un acte […] ; représentée sur le théâtre de MADAME, duchesse de Berri, le 1er décembre 1824";Scribe;http://ark.bnf.fr/ark:/12148/cb11924226g;http://ark.bnf.fr/ark:/12148/cb38769777m;;;;;;;2;1/2;40;;16;in-8°;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;David;Paris;Pollet;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;La+Haine+d’une+femme&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Scribe&mots3=NRC;0;1;David+Pollet&mots4=ALL;0;1;+ou+le+jeune+homme+à+marier,+comédie-vaudeville+en+un+acte+[…]+;+représentée+sur+le+théâtre+de+MADAME,+duchesse+de+Berri,+le+1er+décembre+1824&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb38769777m , https://catalogue.bnf.fr/ark:/12148/cb31340621g;Scribe, Eugène (1791-1861) [ https://catalogue.bnf.fr/ark:/12148/cb11924226g ];
1824;52;1824/12/25;6827;202;BELLES-LETTRES;Poétique et Poésie;Français;Le Tabac, poëme didactique. Par P. F****, bachelier ès-lettres, officier de santé de la marine;P. F****, bachelier ès-lettres, officier de santé de la marine;http://ark.bnf.fr/ark:/12148/cb11606849b;http://ark.bnf.fr/ark:/12148/cb336193450;Anonyme;"Enseignement;Profession médicale";;;;;2;3/4;44;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Goulard;Rochefort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Le+Tabac&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;F****&mots3=ALL;0;1;+poëme+didactique.+Par+P.+F****,+bachelier+ès-lettres,+officier+de+santé+de+la+marine&facDocs=a&&pageRech=rav";;;
1824;52;1824/12/25;6828;209;BELLES-LETTRES;Poétique et Poésie;Français;Epître aux Grecs sur la protection dont on les menace;J. P. G. Viennet;http://ark.bnf.fr/ark:/12148/cb124598832;http://ark.bnf.fr/ark:/12148/cb315748480;;;;;;;1;;16;;16;in-8°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;F. Didot;Paris;F. Didot;Paris;Ladvocat;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"https://catalogue.bnf.fr/search.do?mots0=TIT;-1;0;Epître+aux&mots1=DAT;0;1;1823+1824+1825&mots2=NRI;0;0;Viennet&mots3=NRC;0;1;Didot+Didot&mots4=ALL;0;1;Grecs+sur+la+protection+dont+on+les+menace&facDocs=a&&pageRech=rav";https://catalogue.bnf.fr/ark:/12148/cb315748480;Viennet, Jean-Pons-Guillaume (1777-1868) [ https://catalogue.bnf.fr/ark:/12148/cb124598832 ];
